,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
49220,84099910.0,OTH RING&PISTON FOR VEH CH-87,KG,,,768,25296
49221,,China,,,,768,25296
49222,84099999.0,OTH PARTS OF ENGINS & VEHICLES,KG,,,10475,1897
49223,,China,,,,8820,993
49224,,Germany,,,,,
49225,,"Korea, Republic of",,,,1600,53
49226,,Singapore,,,,54,627
49227,,U.S.America,,,,1,224
49228,,United Kingdom,,,,,
49229,84111200.0,TURBO-JET THRUST EXCEED25KN,NO,,,,
49230,,France,,,,,
49231,84112100.0,TURBO-PROPLER NOT EX 1100KW,NO,,,1,58
49232,,Germany,,,,1,58
49233,84118100.0,"OTH GAS TRBIN NOT EXCD 5,000KW",NO,,,,
49234,,Thailand,,,,,
49235,,U.S.America,,,,,
49236,84118200.0,"OTH GAS TURBIN  EXCE-5,000KW",NO,,,5,1299972
49237,,Germany,,,,2,60409
49238,,Italy,,,,1,66993
49239,,U.S.America,,,,2,1172570
49240,,United Arab Emirates,,,,,
49241,84119100.0,PARTS  TURBO-JET /PROPELLERS,KG,,,,
49242,,Germany,,,,,
49243,,United Arab Emirates,,,,,
49244,84119900.0,"OTH, PARTS OF GAS TURBINES",KG,15400,155109,138013,7021117
49245,,Bahrain,,,,32,38880
49246,,Belgium,,,,93441,3497620
49247,,Canada,,,,2330,10589
49248,,China,,42,87180,7120,1276906
49249,,France,,,,8,116
49250,,Germany,,,,7464,20924
49251,,Italy,,14450,32600,20956,147250
49252,,Saudi Arabia,,,,2394,1189655
49253,,Singapore,,,,1104,570688
49254,,Sweden,,,,,
49255,,Thailand,,,,,
49256,,U.S.America,,,,1412,205866
49257,,United Arab Emirates,,908,35329,1752,62623
49258,,United Kingdom,,,,,
49259,84122100.0,"LINEAR ACTING,HYD ENGINE&MOTOR",NO,,,8,109
49260,,France,,,,3,13
49261,,Germany,,,,1,5
49262,,Saudi Arabia,,,,,
49263,,Turkey,,,,,
49264,,U.S.America,,,,2,12
49265,,United Arab Emirates,,,,,
49266,,United Kingdom,,,,1,57
49267,,Viet Nam,,,,1,23
49268,84122900.0,"OTH, HYDRAULIC POWER ENG&MOTOR",NO,2,113190,37,152378
49269,,Azerbaijan,,,,3,2074
49270,,Czech Republic,,,,,
49271,,France,,,,3,3
49272,,Germany,,,,1,11
49273,,Hungary,,,,5,128
49274,,Spain,,,,,
49275,,U.S.America,,2,113190,16,114195
49276,,United Arab Emirates,,,,4,35432
49277,,United Kingdom,,,,5,535
49278,84123900.0,"OTH, PNEUMATIC ENG & MOTOR",NO,,,,
49279,,Italy,,,,,
49280,,United Arab Emirates,,,,,
49281,84128010.0,WIND ENGINE (WIND MILLS).,NO,,,,
49282,,United Arab Emirates,,,,,
49283,84128090.0,OTH ENGINES AND MOTOR.,NO,,,1,1500
49284,,United Arab Emirates,,,,1,1500
49285,84129020.0,PARTS HYD-POWER-ENG/MOTOR,KG,5,145,28,3082
49286,,Azerbaijan,,5,145,26,3011
49287,,France,,,,,
49288,,Germany,,,,1,6
49289,,Italy,,,,,
49290,,U.S.America,,,,,
49291,,United Kingdom,,,,1,66
49292,84129090.0,OTH PARTS OF ENG / MOTORS,KG,,,3,6285
49293,,Germany,,,,,
49294,,Japan,,,,1,27
49295,,Oman,,,,2,6259
49296,,Qatar,,,,,
49297,,United Arab Emirates,,,,,
49298,84131990.0,O-PUMP USE IN FILLING STATION,NO,,,1,127
49299,,China,,,,1,127
49300,,France,,,,,
49301,,Germany,,,,,
49302,,Italy,,,,,
49303,,United Arab Emirates,,,,,
49304,84132000.0,"HAND PUMP O/THN H-841311,19",NO,,,,
49305,,China,,,,,
49306,,Germany,,,,,
49307,,United Arab Emirates,,,,,
49308,84133040.0,OIL PUMP ASSEM FOR VEH-H-8711,NO,,,,
49309,,France,,,,,
49310,84133090.0,OTH PUMPS FUEL/LUBRICATION/COL,NO,,,200,22905
49311,,Australia,,,,,
49312,,China,,,,,
49313,,France,,,,3,3
49314,,Germany,,,,1,1
49315,,Italy,,,,,
49316,,Lithuania,,,,,
49317,,Malaysia,,,,1,1009
49318,,Netherlands,,,,,
49319,,U.S.America,,,,3,3
49320,,United Arab Emirates,,,,175,327
49321,,United Kingdom,,,,17,21561
49322,84134000.0,CONCRETE PUMPS,NO,2,18502,2,18502
49323,,China,,2,18502,2,18502
49324,84135000.0,OTH POSITIVE DISPLACEMENT PUMP,NO,,,2,898
49325,,Algeria,,,,1,687
49326,,Germany,,,,,
49327,,U.S.America,,,,,
49328,,United Arab Emirates,,,,1,211
49329,,United Kingdom,,,,,
49330,84136190.0,OTH ROTARY PIDISPLACEMENT PUMP,NO,,,1,395
49331,,Germany,,,,,
49332,,U.S.America,,,,1,395
49333,,United Kingdom,,,,,
49334,84137010.0,SUBMERSIBLE PUMPS,NO,,,11,108565
49335,,China,,,,1,11653
49336,,Italy,,,,8,92130
49337,,U.S.America,,,,2,4783
49338,84137090.0,OTH CENTRIFUGAL PUMPS,NO,29,77422,38,123030
49339,,China,,28,32759,34,37196
49340,,France,,1,44663,1,44663
49341,,Greece,,,,,
49342,,Italy,,,,,
49343,,Oman,,,,,
49344,,Spain,,,,1,38939
49345,,Turkey,,,,,
49346,,U.S.America,,,,1,2224
49347,,United Arab Emirates,,,,1,8
49348,84138100.0,OTH PUMPS,NO,,,70,27639
49349,,China,,,,1,6600
49350,,France,,,,,
49351,,Germany,,,,1,627
49352,,U.S.America,,,,1,28
49353,,United Arab Emirates,,,,67,20385
49354,84138200.0,LIQUID ELEVATORS,NO,,,7,1338
49355,,Qatar,,,,7,1338
49356,84139110.0,ST.STEEL IMPELLERS OF PUMPS,KG,10,2146,1595,7189
49357,,China,,,,2,6
49358,,France,,,,1583,5037
49359,,United Arab Emirates,,10,2146,10,2146
49360,84139130.0,"O-PARTS MACH H-84131910,40,81",KG,,,2,507
49361,,France,,,,2,507
49362,84139140.0,OTH PART OF MACH H-8413.1100,KG,,,1200,5433
49363,,United Arab Emirates,,,,1200,5433
49364,84139190.0,PARTS OF OTHER PUMPS,KG,2,89850,2352,91129
49365,,Austria,,,,,
49366,,France,,,,,
49367,,Hungary,,,,32,464
49368,,Indonesia,,,,1,11
49369,,Japan,,,,,
49370,,Oman,,,,,
49371,,Saudi Arabia,,,,768,331
49372,,Turkey,,2,89850,2,89850
49373,,U.S.America,,,,,
49374,,United Arab Emirates,,,,15,144
49375,,United Kingdom,,,,1534,330
49376,84141000.0,VACUUM PUMS,NO,,,3,5283
49377,,China,,,,1,955
49378,,Germany,,,,1,2855
49379,,Switzerland,,,,1,1473
49380,,U.S.America,,,,,
49381,84142000.0,HAND/FOOT OPERATED AIR PUMS,NO,,,,
49382,,Germany,,,,,
49383,,United Arab Emirates,,,,,
49384,84143090.0,OTH COMPRES REFRIGRATOR EQUIP.,NO,,,12,10385
49385,,China,,,,12,10385
49386,84144000.0,AIR COMPRESSORS MOUNTED W/CHAS,NO,,,8,37597
49387,,Hungary,,,,7,37230
49388,,Singapore,,,,1,368
49389,84145110.0,CEILING FAN,NO,,,,
49390,,China,,,,,
49391,84145120.0,PEDESTAL FAN,NO,,,,
49392,,China,,,,,
49393,84145190.0,OTH ELECTRIC FANS W/SELF CONTA,NO,,,255,2317
49394,,Bangladesh,,,,13,95
49395,,China,,,,,
49396,,Malaysia,,,,241,2123
49397,,United Arab Emirates,,,,,
49398,,United Kingdom,,,,1,100
49399,84145990.0,OTH FANS,NO,,,21,1572
49400,,Bangladesh,,,,16,397
49401,,China,,,,4,453
49402,,France,,,,,
49403,,United Arab Emirates,,,,,
49404,,United Kingdom,,,,1,721
49405,84148050.0,TURBO CHARGERS,NO,,,,
49406,,China,,,,,
49407,84148090.0,"OTH TABLE,FLOOR,WALL,CEILI FAN",NO,1,167,29,36340
49408,,China,,,,1,264
49409,,France,,,,2,2
49410,,Greece,,,,,
49411,,Iran ( Islamic R.),,,,10,25110
49412,,Italy,,,,3,6270
49413,,Lithuania,,,,,
49414,,Netherlands,,,,6,4096
49415,,Spain,,,,2,298
49416,,U.S.America,,,,1,1
49417,,United Arab Emirates,,,,3,131
49418,,United Kingdom,,1,167,1,167
49419,84149090.0,OTH PARTS AIR / VACUUM PUMPS,KG,7,2356,2514,127603
49420,,Canada,,,,,
49421,,China,,,,6,30582
49422,,France,,,,2,2
49423,,Germany,,,,1600,70513
49424,,Italy,,,,498,762
49425,,Japan,,,,,
49426,,Netherlands,,,,,
49427,,Switzerland,,,,1,311
49428,,U.S.America,,1,2010,1,2010
49429,,Ukraine,,,,,
49430,,United Arab Emirates,,6,346,6,346
49431,,United Kingdom,,,,400,23077
49432,84151020.0,S-CON AC/SPLIT INER-OUTER UNIT,NO,,,8,186
49433,,United Arab Emirates,,,,8,186
49434,84151090.0,OTH AC MACH MOTOR DRIVEN FAN,NO,,,1,1580
49435,,China,,,,1,1580
49436,,Turkey,,,,,
49437,84158100.0,O-AC INCOR REFRI UNIT VALVE-RE,NO,,,2,52
49438,,Thailand,,,,2,52
49439,,United Kingdom,,,,,
49440,84159029.0,OTH CONDENSORS,NO,,,,
49441,,Turkey,,,,,
49442,84159099.0,OTH PARTS FOR REFRI/AIRCOND,KG,,,1,27
49443,,"Korea, Republic of",,,,,
49444,,United Arab Emirates,,,,1,27
49445,84162000.0,OTH FURNAC BURNER INCL COMBINT,NO,,,,
49446,,Japan,,,,,
49447,84171010.0,KILINS (FURNACE OVEN),NO,,,1,643
49448,,Denmark,,,,1,643
49449,84172000.0,BAKERY OVENS INCL BISCUIT OVEN,NO,1,114,1,114
49450,,U.S.America,,1,114,1,114
49451,,United Kingdom,,,,,
49452,84178000.0,OTHER FURNANCE AND OVENS INDUS,NO,,,2,11
49453,,China,,,,2,11
49454,,United Kingdom,,,,,
49455,84186990.0,"OTH REFRIGERATIN,FREEZING MACH",NO,,,1,3823
49456,,Germany,,,,,
49457,,Malaysia,,,,1,3823
49458,84189920.0,WIRE CONDENSORS,KG,,,,
49459,,U.S.America,,,,,
49460,,United Arab Emirates,,,,,
49461,84191900.0,O-INST STRAGE WATER HETER N-EL,NO,,,30,458
49462,,France,,,,4,4
49463,,U.S.America,,,,10,40
49464,,United Arab Emirates,,,,5,6
49465,,United Kingdom,,,,10,389
49466,,Viet Nam,,,,1,18
49467,84192000.0,MEDICAL SURGICAL LAB STERILISE,NO,,,3,147
49468,,China,,,,2,21
49469,,Hungary,,,,1,125
49470,84193900.0,OTHER DRYERS,NO,,,,
49471,,Spain,,,,,
49472,84195000.0,HEAT EXCHANGE UNITS,NO,,,54,14905
49473,,China,,,,1,745
49474,,France,,,,6,46
49475,,Malaysia,,,,1,11431
49476,,Turkey,,,,1,50
49477,,U.S.America,,,,11,24
49478,,United Arab Emirates,,,,,
49479,,United Kingdom,,,,34,2609
49480,84196090.0,OTH MACH FOR LIQUIFYING AIR/GA,NO,,,,
49481,,Italy,,,,,
49482,84198100.0,O-MACH FOR MAKING H-DRINK/FOOD,NO,,,76,4270
49483,,Turkey,,,,3,55
49484,,U.S.America,,,,15,34
49485,,United Arab Emirates,,,,7,122
49486,,United Kingdom,,,,51,4059
49487,84198990.0,OTH MACHINES AND PLANTS,NO,,,2576,37185
49488,,China,,,,8,10657
49489,,Finland,,,,8,100
49490,,France,,,,,
49491,,Germany,,,,1,1
49492,,Turkey,,,,2559,26427
49493,84199010.0,"PART DRYERS,AGRI,AIR GAS MACH",KG,,,260,452
49494,,China,,,,260,452
49495,,Spain,,,,,
49496,84199090.0,"OTH PARTS MACH,PLANT,LAB EQUIP",KG,,,21,2722
49497,,Germany,,,,19,748
49498,,U.S.America,,,,,
49499,,United Kingdom,,,,2,1974
49500,84209100.0,CYLINDER(FOR CALENDERING MACH),NO,250,2021,25930,4537
49501,,China,,,,7980,401
49502,,Turkey,,,,200,184
49503,,United Arab Emirates,,250,2021,17750,3952
49504,,United Kingdom,,,,,
49505,84209900.0,OTH PART OF CALENDER MACHINE,KG,,,603,1947
49506,,Belgium,,,,3,1921
49507,,O.Asia(Tai.For.Pe.Ki,,,,,
49508,,United Kingdom,,,,600,26
49509,84211900.0,OTH CENTRIFUGES INCLUDING DRYR,NO,,,1,5
49510,,Australia,,,,,
49511,,China,,,,1,5
49512,,Germany,,,,,
49513,,United Kingdom,,,,,
49514,84212100.0,FILTERING PURIFY MACH&APARATUS,NO,,,14,3755
49515,,Italy,,,,4,2034
49516,,U.S.America,,,,10,1721
49517,,United Kingdom,,,,,
49518,84212900.0,OTH FILTER MACHS APPARATUS NES,NO,,,150,509
49519,,China,,,,,
49520,,France,,,,1,1
49521,,Germany,,,,,
49522,,Netherlands,,,,2,1
49523,,Oman,,,,,
49524,,Qatar,,,,2,21
49525,,Saudi Arabia,,,,,
49526,,Turkey,,,,2,6
49527,,Ukraine,,,,,
49528,,United Arab Emirates,,,,137,135
49529,,United Kingdom,,,,6,345
49530,84213190.0,"OT FILTERING/PURIFYING MAH,GAS",NO,,,,
49531,,Qatar,,,,,
49532,84213940.0,AIR FILTER FOR PURIFYING GASES,NO,,,4,3
49533,,Denmark,,,,4,3
49534,,United Kingdom,,,,,
49535,84213990.0,OTH FILTERING PURFY MACHIN GAS,NO,,,669,8893
49536,,France,,,,1,1
49537,,Germany,,,,,
49538,,"Korea, Republic of",,,,,
49539,,Malaysia,,,,,
49540,,Singapore,,,,6,499
49541,,Sweden,,,,,
49542,,Turkey,,,,,
49543,,U.S.America,,,,55,4511
49544,,United Arab Emirates,,,,606,3848
49545,,United Kingdom,,,,1,33
49546,84219110.0,PART MACH H-842111&84211900,KG,,,,
49547,,United Kingdom,,,,,
49548,84219190.0,OTHER PARTS OF CENTRIFUGES,KG,,,18,922
49549,,China,,,,6,365
49550,,Turkey,,,,1,520
49551,,U.S.America,,,,11,37
49552,84219910.0,"PAR MA H-8412.3910,.3920,.3930",KG,,,,
49553,,Germany,,,,,
49554,84219990.0,OTH PART PURIFYING MACH L /GAS,KG,,,,
49555,,U.S.America,,,,,
49556,84221100.0,DISH WASHING MACHINE HOUSEHOLD,NO,,,,
49557,,United Kingdom,,,,,
49558,84223000.0,MACH FILLING/CLOSING BOTTLES,NO,,,1,3908
49559,,China,,,,1,3908
49560,84224000.0,OTH PACKING WRAPPING MACHINE,NO,1,10496,1,10496
49561,,Italy,,1,10496,1,10496
49562,84229090.0,OT PART FILLING/PACK/WARP MACH,KG,,,,
49563,,Austria,,,,,
49564,,India,,,,,
49565,84231000.0,PERSONAL WEIGHING MACHINES,NO,,,,
49566,,Germany,,,,,
49567,84239000.0,WEIGHT MACH WTS ALL KINDS&PART,KG,,,,
49568,,Thailand,,,,,
49569,84241000.0,FIRE EXTINGUISHERS W/N CHARGED,NO,,,5,1523
49570,,U.S.America,,,,,
49571,,United Arab Emirates,,,,5,1523
49572,,United Kingdom,,,,,
49573,84242020.0,SPRAY GUNS/APPL FOR INDUSTRY,NO,,,4,4
49574,,China,,,,4,4
49575,84242090.0,OTH SPRAY GUNS & APPLIANCES,NO,,,35,7280
49576,,Finland,,,,1,230
49577,,Germany,,,,,
49578,,Greece,,,,24,1671
49579,,Saudi Arabia,,,,1,147
49580,,Sweden,,,,1,5218
49581,,United Arab Emirates,,,,8,14
49582,84243000.0,"STEAM,SAND BLAST,JET PROJ MACH",NO,,,2,198
49583,,China,,,,,
49584,,Finland,,,,1,188
49585,,France,,,,1,11
49586,84244900.0,OTH AGRI/HORTI SPRAYERS,NO,,,3,629
49587,,Finland,,,,3,629
49588,84248900.0,OTH APPL PROJ/DISPERS/SPRY LQD,NO,,,3,109
49589,,Germany,,,,,
49590,,Hungary,,,,1,25
49591,,United Arab Emirates,,,,2,84
49592,84249010.0,"PART MAC H-8424.2010,3000,8100",KG,,,,
49593,,Oman,,,,,
49594,84249090.0,OTH PART SRAYING/BLASTING MACH,KG,,,7,29
49595,,Netherlands,,,,3,3
49596,,United Arab Emirates,,,,4,26
49597,84251100.0,PULLEY/HOISTS ELECT POWERED,NO,,,,
49598,,China,,,,,
49599,,United Arab Emirates,,,,,
49600,,United Kingdom,,,,,
49601,84251900.0,O-PULLY/HOISTS/WINCH/CAPSTANS,NO,,,3,63
49602,,China,,,,,
49603,,Finland,,,,3,63
49604,,Germany,,,,,
49605,,United Arab Emirates,,,,,
49606,84253100.0,WINCH CAPSTAN POWER E/MOT,NO,,,,
49607,,China,,,,,
49608,84253900.0,WINCHES CAPSTAN,NO,,,4,143
49609,,China,,,,,
49610,,Germany,,,,,
49611,,Japan,,,,,
49612,,Switzerland,,,,4,143
49613,,U.S.America,,,,,
49614,84254200.0,OTH JACKS AND HOISTS HYDRAULIC,NO,7,16248,36,270217
49615,,China,,7,16248,30,269112
49616,,Germany,,,,1,1044
49617,,Spain,,,,1,56
49618,,Thailand,,,,4,4
49619,,United Arab Emirates,,,,,
49620,84254900.0,OTH MECHANICAL HANDING EQUIPMT,NO,,,,
49621,,China,,,,,
49622,,United Arab Emirates,,,,,
49623,84261110.0,OVERHEAD-TRAVELING-FS-C-400MT,NO,,,1,11
49624,,China,,,,1,11
49625,84261990.0,OTH MOBILE STRADDLE CARRIER,NO,,,1,14639
49626,,Germany,,,,1,14639
49627,84262000.0,TOWER CRANES,NO,,,2,44019
49628,,China,,,,2,44019
49629,84264100.0,O-MACHINERY SELF PROP ON TYRES,NO,,,,
49630,,Hong Kong S.A.Re.Chi,,,,,
49631,84264900.0,OTH MACHINERY SELF PROPELLED,NO,1,9783,5,841020
49632,,China,,,,3,663531
49633,,Mauritania,,,,,
49634,,Oman,,,,,
49635,,Philippines,,1,9783,1,9783
49636,,Singapore,,,,1,167706
49637,84269900.0,OTH MACHINERY NOTSELF PROPELED,NO,,,9,687158
49638,,China,,,,9,687158
49639,84271000.0,SELF PROPELL TRUCK WITH EL MOT,NO,,,1,27
49640,,Germany,,,,1,27
49641,84272090.0,OTH SELF PROP WORKS TRUCK,NO,,,2,3089
49642,,Saudi Arabia,,,,1,1211
49643,,United Arab Emirates,,,,1,1878
49644,84279000.0,OTH WORK TRUCK LIFT/HAND EQUIP,NO,,,4,45
49645,,Germany,,,,,
49646,,Hungary,,,,4,45
49647,84283200.0,OTH ELEVATOR/CONVEYOR BUKT TYP,NO,,,13,54
49648,,Germany,,,,13,54
49649,84283990.0,OTH CONVEYORS FOR GOODS/MATERI,NO,1,18467,3,41346
49650,,China,,1,18467,3,41346
49651,84289090.0,OTH HYDRAULIC LIFT ASSEMBLY,NO,409,153133,415,195191
49652,,China,,407,51490,407,51490
49653,,Germany,,,,,
49654,,Malaysia,,1,67778,1,67778
49655,,Qatar,,,,1,721
49656,,Singapore,,,,3,3578
49657,,Switzerland,,,,,
49658,,U.S.America,,,,,
49659,,United Arab Emirates,,1,33866,2,71097
49660,,United Kingdom,,,,1,527
49661,84291900.0,0-BULDOZR/ANGLEDRO/TRACK LAYIN,NO,1,10595,3,22386
49662,,Philippines,,1,10595,1,10595
49663,,United Arab Emirates,,,,2,11791
49664,84292000.0,GRADERS AND LEVELLERS,NO,,,4,1818
49665,,Afghanistan,,,,4,1818
49666,84294000.0,TAMPING MACHINE & ROAD ROLLERS,NO,,,7,3091
49667,,Afghanistan,,,,7,3091
49668,84295100.0,FRONT-END SHOVEL LOADERS,NO,,,3,1283
49669,,Afghanistan,,,,3,1283
49670,84295900.0,OTH MECHANICAL SHOVALS EXCAVOR,NO,4,18756,33,47983
49671,,Afghanistan,,,,23,9793
49672,,Croatia,,,,2,305
49673,,Philippines,,4,18756,4,18756
49674,,South Africa,,,,1,5771
49675,,United Arab Emirates,,,,3,13358
49676,84301000.0,PILE-DRIVERS /EXTRACTORS,NO,,,4,62175
49677,,China,,,,4,62175
49678,84304100.0,OTH BORS SINK MACH SELF-PROPEL,NO,,,3,31343
49679,,Japan,,,,3,31343
49680,84304900.0,OTH BOR/SINK MACH NOT SELFPROP,NO,5,163613,12704,2801823
49681,,Australia,,,,2,2868
49682,,Belgium,,,,,
49683,,China,,,,12053,1888427
49684,,Ecuador,,,,44,40990
49685,,France,,,,5,1890
49686,,Hong Kong S.A.Re.Chi,,,,2,5163
49687,,Hungary,,,,13,47015
49688,,India,,,,342,347
49689,,Iraq,,,,6,4159
49690,,Italy,,,,34,13840
49691,,Japan,,,,2,8976
49692,,Kuwait,,,,1,70
49693,,Malaysia,,,,,
49694,,Norway,,,,22,13419
49695,,Oman,,,,2,21245
49696,,Philippines,,4,14144,4,14144
49697,,Qatar,,,,13,32682
49698,,Saudi Arabia,,,,46,52380
49699,,Singapore,,,,,
49700,,U.S.America,,,,34,49224
49701,,United Arab Emirates,,1,149469,75,599200
49702,,United Kingdom,,,,4,5786
49703,84305000.0,OTH MACHINERY SELFPROPELLED,NO,,,,
49704,,"Korea, Republic of",,,,,
49705,84306900.0,OTH MACHINERY NOTSELF-PROPELED,NO,,,,
49706,,"Korea, Republic of",,,,,
49707,,United Arab Emirates,,,,,
49708,84311000.0,PARTS MACHINERY HEADING 84.25,KG,,,7,25
49709,,Azerbaijan,,,,7,25
49710,,U.S.America,,,,,
49711,,United Kingdom,,,,,
49712,84313100.0,PARTS OF LIFT SKIPHOIST&ESCALT,KG,,,,
49713,,"Korea, Republic of",,,,,
49714,84313900.0,OTH PARTSLIFT/HANDLE/LOAD MACH,KG,,,105,32202
49715,,China,,,,,
49716,,France,,,,1,1216
49717,,Indonesia,,,,2,128
49718,,Kuwait,,,,1,699
49719,,New Zealand,,,,,
49720,,Norway,,,,,
49721,,Oman,,,,2,2433
49722,,Qatar,,,,67,8517
49723,,Saudi Arabia,,,,3,741
49724,,Singapore,,,,1,1896
49725,,Switzerland,,,,12,975
49726,,U.S.America,,,,2,2719
49727,,United Arab Emirates,,,,14,12878
49728,84314300.0,PARTS BOR/SINK MACHINERY,KG,1280,11383,224066,1006468
49729,,Algeria,,,,,
49730,,Australia,,,,,
49731,,Azerbaijan,,,,38,4494
49732,,Belgium,,,,,
49733,,Brazil,,,,,
49734,,Canada,,,,,
49735,,China,,,,148942,104522
49736,,Egypt(U.A.R.),,,,2,848
49737,,Ethiopia,,,,,
49738,,France,,,,,
49739,,Germany,,,,,
49740,,Hong Kong S.A.Re.Chi,,4,192,354,833
49741,,Hungary,,,,14,97
49742,,Indonesia,,,,,
49743,,Iraq,,4,4706,60,12879
49744,,Italy,,,,1,28
49745,,Kuwait,,,,1,1701
49746,,Mexico,,,,1,512
49747,,Oman,,,,1,17360
49748,,Poland,,,,395,2528
49749,,Qatar,,,,27,460
49750,,Russian Federation,,,,,
49751,,Saudi Arabia,,,,154,1107
49752,,Singapore,,,,24,1893
49753,,Turkey,,,,3,60
49754,,Turkmenistan,,,,,
49755,,U.S.America,,,,1,722
49756,,United Arab Emirates,,1272,6485,73082,790913
49757,,United Kingdom,,,,6,3705
49758,,Uzbekistan,,,,960,61803
49759,84314900.0,PART MACH HEAD 84.26.84.29-30,KG,2,758,1177,79328
49760,,Germany,,,,673,32752
49761,,Italy,,,,25,1605
49762,,"Korea, Republic of",,,,,
49763,,Philippines,,2,758,2,758
49764,,Qatar,,,,,
49765,,South Africa,,,,2,657
49766,,Swaziland,,,,,
49767,,Switzerland,,,,,
49768,,Turkey,,,,103,3504
49769,,U.S.America,,,,,
49770,,United Arab Emirates,,,,247,34277
49771,,United Kingdom,,,,125,5775
49772,84351010.0,MACH FOR BEVERAGE MANUFACT,NO,,,,
49773,,Italy,,,,,
49774,84362100.0,POULTRY INCUBATORS & BROODERS,NO,,,,
49775,,Belgium,,,,,
49776,84362900.0,OTH POULTRY KEEPING MACHINERY,NO,,,,
49777,,U.S.America,,,,,
49778,84369900.0,OTH PARTS AGRI/HORT MACHINERY,NO,,,562,104
49779,,Singapore,,,,562,104
49780,84371000.0,MACH CLEAN SORT GRAD GRAIN/VEG,NO,,,,
49781,,Italy,,,,,
49782,84382000.0,MACH MANU CONFECTIONERY COCA,NO,,,1,12498
49783,,Germany,,,,1,12498
49784,84385000.0,MACH PREPARATION MEAT/POULTRY,NO,,,6,7090
49785,,United Arab Emirates,,,,6,7090
49786,84386000.0,MACH PREP OF FRUITS/NUTS/VEG.,NO,,,,
49787,,Italy,,,,,
49788,84388090.0,"OTH MACH FOR FRUITS,VEG,ETC",NO,,,,
49789,,Saudi Arabia,,,,,
49790,84389010.0,PARTS MACH H-84383000&84384000,KG,,,,
49791,,South Africa,,,,,
49792,84389090.0,OTH PART FOOD/DRINK MAKE MACH,KG,,,2,295
49793,,Germany,,,,2,295
49794,84399100.0,PARTS MACHIN PULP FIBROSMATERL,KG,1,1897,2,2548
49795,,Indonesia,,1,1897,1,1897
49796,,Spain,,,,1,651
49797,84399900.0,OTH PARTS MACHIN PAPER P/BOAD,KG,,,2735,1239
49798,,China,,,,2,166
49799,,Germany,,,,3,368
49800,,Indonesia,,,,1,331
49801,,Spain,,,,2729,375
49802,84411000.0,CUTTING MACHINES,NO,,,3,402
49803,,China,,,,1,16
49804,,Germany,,,,1,379
49805,,United Arab Emirates,,,,1,8
49806,84413000.0,MACHI MAKE CARTONS BOX TUBE,NO,,,,
49807,,Switzerland,,,,,
49808,84418000.0,OTH MACH FOR MAKING P&P/BOARD,NO,,,1,1311
49809,,China,,,,1,1311
49810,84419010.0,"PART MAC H-8441.1000,8441.4000",KG,,,1,108
49811,,Switzerland,,,,1,108
49812,,United Kingdom,,,,,
49813,84419090.0,OTH PART PULP/PAPRE MKING MACH,KG,,,4,1143
49814,,O.Asia(Tai.For.Pe.Ki,,,,4,1143
49815,84431100.0,OFF SET PRINT MACHIN REELFED,NO,,,2,1327
49816,,Germany,,,,2,1327
49817,84431200.0,"SHEET FED,OFFICE TYPE S-22&36",NO,,,,
49818,,China,,,,,
49819,84431600.0,FLEXOGRAPHIC PRINTING MACHIN,NO,,,,
49820,,Netherlands,,,,,
49821,84431700.0,GRAVURE PRINTING MACHINERY,NO,,,13,1118
49822,,Czech Republic,,,,12,170
49823,,Italy,,,,1,948
49824,84431920.0,LABEL PRINTING /EMPOSSING MACH,NO,,,2,2431
49825,,China,,,,1,1708
49826,,United Kingdom,,,,1,723
49827,84431930.0,OTH FLAT BED PRINTING PRESSES,NO,,,1,58
49828,,United Arab Emirates,,,,1,58
49829,84431951.0,PRINT/DES MACH ON COTTON TEX.,NO,,,25,16117
49830,,Austria,,,,3,507
49831,,Italy,,,,22,15610
49832,84431990.0,OTH MACH PRINT REPETITIVE WORD,NO,,,15,1579
49833,,Germany,,,,14,1568
49834,,Netherlands,,,,1,11
49835,,O.Asia(Tai.For.Pe.Ki,,,,,
49836,,U.S.America,,,,,
49837,84433210.0,DOT MATRIX PRINTER FOR DP MACH,NO,2,3837,3,4048
49838,,Germany,,,,1,211
49839,,Netherlands,,,,,
49840,,United Arab Emirates,,2,3837,2,3837
49841,84433220.0,INK JET PRINTER FOR DP MACHINE,NO,,,,
49842,,Singapore,,,,,
49843,84433230.0,LASER JET PRINTERS,NO,,,24,185
49844,,France,,,,5,10
49845,,Netherlands,,,,,
49846,,Saudi Arabia,,,,14,7
49847,,United Kingdom,,,,5,169
49848,84433290.0,O-MACH CAPABLE TO CONNECT DPM,NO,,,4,91
49849,,France,,,,1,1
49850,,"Korea, Republic of",,,,,
49851,,U.S.America,,,,1,17
49852,,United Arab Emirates,,,,1,32
49853,,United Kingdom,,,,1,42
49854,84433990.0,OTH PHOTOCOPYING APPARATUS,NO,,,3,3381
49855,,Austria,,,,3,3381
49856,,Netherlands,,,,,
49857,,United Arab Emirates,,,,,
49858,,United Kingdom,,,,,
49859,84439100.0,PART P-MACH PRINT BY PLATE/CYL,KG,,,152,4806
49860,,Germany,,,,46,1447
49861,,Italy,,,,1,558
49862,,"Korea, Republic of",,,,,
49863,,Netherlands,,,,,
