,HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,ULATIVE FROM JULY,Unnamed: 6
0,,,,QUANTITY,VALUE,QUANTITY,VALUE
595,,Lebanon,,17155,12868,82726,62873
596,,Malaysia,,25276,13688,402667,291948
597,,Mauritius,,,,,
598,,Netherlands,,18955,15751,135092,103933
599,,O.Asia(Tai.For.Pe.Ki,,,,931,579
600,,Oman,,,,43948,23320
601,,Qatar,,830,575,59831,39910
602,,Saudi Arabia,,,,700,427
603,,Singapore,,,,41092,21835
604,,South Africa,,,,,
605,,Sri Lanka,,,,82,52
606,,Thailand,,13040,8560,668763,355900
607,,United Arab Emirates,,248095,201764,3688165,2671101
608,,United Kingdom,,,,18408,10472
609,,Viet Nam,,47380,27192,1526973,737520
610,3061900.0,OTH CRUSTACEAN INCL FLOUR/MEAL,KG,9050,3831,253676,102590
611,,Canada,,,,250,105
612,,China,,,,24048,10012
613,,Hong Kong S.A.Re.Chi,,2660,1045,41515,15647
614,,Indonesia,,,,40000,17072
615,,O.Asia(Tai.For.Pe.Ki,,6390,2786,133903,53376
616,,Singapore,,,,460,192
617,,Thailand,,,,1750,737
618,,U.S.America,,,,11750,5448
619,3063100.0,LI/FR/CH ROCKLOBS/SEACRAWFISH,KG,,,22803,22225
620,,China,,,,3242,3673
621,,Hong Kong S.A.Re.Chi,,,,16792,15402
622,,O.Asia(Tai.For.Pe.Ki,,,,475,500
623,,Oman,,,,,
624,,Singapore,,,,2114,2537
625,,United Arab Emirates,,,,180,114
626,,Viet Nam,,,,,
627,3063200.0,"LOBSTERS,NOT FROZEN",KG,1560,1123,76068,68269
628,,Bahrain,,,,,
629,,Canada,,,,,
630,,China,,,,17216,15517
631,,Hong Kong S.A.Re.Chi,,180,166,41138,37839
632,,Jordan,,,,,
633,,Kuwait,,,,,
634,,Malaysia,,,,568,468
635,,O.Asia(Tai.For.Pe.Ki,,,,1048,932
636,,Oman,,,,,
637,,Qatar,,,,1391,1007
638,,Saudi Arabia,,,,818,616
639,,Singapore,,,,4941,4656
640,,Thailand,,,,4197,3722
641,,U.S.America,,,,600,559
642,,United Arab Emirates,,1380,956,4151,2954
643,,Viet Nam,,,,,
644,3063300.0,"LIVE, FRESH, CHILLED CRABS",KG,,,1239500,470403
645,,Canada,,,,438,145
646,,China,,,,852780,332080
647,,Hong Kong S.A.Re.Chi,,,,10985,5577
648,,Indonesia,,,,43745,15511
649,,Japan,,,,490,179
650,,"Korea, Republic of",,,,61391,19488
651,,Kuwait,,,,4090,1801
652,,Malaysia,,,,9475,4251
653,,O.Asia(Tai.For.Pe.Ki,,,,657,217
654,,Oman,,,,,
655,,Saudi Arabia,,,,495,156
656,,Singapore,,,,,
657,,Thailand,,,,152755,52443
658,,U.S.America,,,,73805,28785
659,,United Arab Emirates,,,,13394,4613
660,,Viet Nam,,,,15000,5156
661,3063400.0,LI/FR/CH NORWAY LOBSTERS,KG,,,800,488
662,,China,,,,800,488
663,3063500.0,COLD WATER SHRIMP&PRAWN.N-FROZ,KG,,,24393,14965
664,,Kuwait,,,,,
665,,Malaysia,,,,14865,9664
666,,Qatar,,,,,
667,,United Arab Emirates,,,,9528,5301
668,3063600.0,OTH LI/FR/CH SHRIMPS&PRAWNS,KG,,,757517,464283
669,,Bahrain,,,,18390,11810
670,,Belgium,,,,21284,12882
671,,Canada,,,,,
672,,China,,,,102288,52184
673,,Egypt(U.A.R.),,,,10620,5061
674,,Japan,,,,38000,20512
675,,Jordan,,,,317,200
676,,Kuwait,,,,1098,707
677,,Lebanon,,,,27107,26538
678,,Malaysia,,,,20400,12677
679,,Mauritius,,,,,
680,,Oman,,,,24900,15561
681,,Qatar,,,,2089,1315
682,,Saudi Arabia,,,,,
683,,Singapore,,,,28613,13377
684,,Thailand,,,,42045,23920
685,,U.S.America,,,,500,238
686,,United Arab Emirates,,,,318262,215105
687,,Viet Nam,,,,101604,52197
688,3063900.0,OTH LI/FR/CH CRUST IN FLR/MEAL,KG,,,29291,11595
689,,China,,,,1350,493
690,,Hong Kong S.A.Re.Chi,,,,6345,2311
691,,Japan,,,,1484,543
692,,Kuwait,,,,150,110
693,,O.Asia(Tai.For.Pe.Ki,,,,16762,6508
694,,Singapore,,,,,
695,,Thailand,,,,,
696,,U.S.America,,,,3200,1630
697,,United Arab Emirates,,,,,
698,,Viet Nam,,,,,
699,3069300.0,OTHER CRABS,KG,,,73250,18863
700,,Indonesia,,,,58370,15469
701,,Thailand,,,,14880,3395
702,3071100.0,OYSTERS LIVE RESH OR CHILLED,KG,,,,
703,,China,,,,,
704,,Hong Kong S.A.Re.Chi,,,,,
705,3071900.0,OTH OYSTERS DRIED SLTED/BRINE,KG,,,,
706,,Hong Kong S.A.Re.Chi,,,,,
707,,Thailand,,,,,
708,,Viet Nam,,,,,
709,3072100.0,"SCALLOPS,LIVE,FRESH,CHILLED",KG,,,,
710,,Viet Nam,,,,,
711,3073100.0,"MUSSELSCS LIVE,FRESH/CHILLED",KG,,,,
712,,China,,,,,
713,,Hong Kong S.A.Re.Chi,,,,,
714,3073900.0,"OTH MUSSELSCS FROZ,DRIED,SALT",KG,,,,
715,,Thailand,,,,,
716,,Viet Nam,,,,,
717,3074300.0,CUTTLE FISH & SQUID FROZEN,KG,95929,25551,528369,121293
718,,China,,23545,4246,70545,15382
719,,Malaysia,,18240,4743,18240,4743
720,,Thailand,,27744,11586,219504,56070
721,,United Arab Emirates,,26400,4976,52800,10312
722,,Viet Nam,,,,167280,34787
723,3074900.0,"OTH CUTTLE FISH & SQUID,FROZEN",KG,,,,
724,,Viet Nam,,,,,
725,3075200.0,OCTOPUS FROZEN,KG,,,1041310,449460
726,,China,,,,430860,232815
727,,Thailand,,,,47840,24999
728,,Viet Nam,,,,562610,191646
729,3075900.0,"OTH OCTOPUS,FROZEN,DRY,SALTED",KG,,,,
730,,Viet Nam,,,,,
731,3077100.0,"CLAMS,COCKLE&ARKSHELL.LIVE.F.C",KG,,,42710,16117
732,,China,,,,8212,2666
733,,Hong Kong S.A.Re.Chi,,,,2900,1044
734,,O.Asia(Tai.For.Pe.Ki,,,,28428,10904
735,,U.S.America,,,,3170,1502
736,3077900.0,"OTH CLAMS,COCKLE&ARKSHELL",KG,12844,2600,649564,122441
737,,China,,,,,
738,,Malaysia,,,,36600,6939
739,,Thailand,,3190,1061,156320,34738
740,,Viet Nam,,9654,1539,456644,80765
741,3079100.0,"OTH FLOURS,MEAL&PEL LIVE.F.CH",KG,,,,
742,,China,,,,,
743,,Hong Kong S.A.Re.Chi,,,,,
744,,O.Asia(Tai.For.Pe.Ki,,,,,
745,3079900.0,OTH FLOURS MEAL&PEL FOR HUMAN,KG,,,,
746,,Thailand,,,,,
747,,Viet Nam,,,,,
748,4011000.0,MILK&CREAM OF A FAT UPTO 1%,KG,,,243826,19821
749,,Afghanistan,,,,243826,19821
750,,Hong Kong S.A.Re.Chi,,,,,
751,,Mozambique,,,,,
752,,United Arab Emirates,,,,,
753,4012000.0,MILK & CREAM OF A FAT 1% TO 6%,KG,617826,71003,24181094,2652725
754,,Afghanistan,,600426,69049,23875863,2617081
755,,Bouvet Island,,,,10000,1046
756,,Canada,,,,28525,3227
757,,Guinea,,,,14100,1728
758,,Hong Kong S.A.Re.Chi,,,,56840,6030
759,,Mozambique,,,,,
760,,Qatar,,17400,1954,68560,7420
761,,Senegal,,,,,
762,,Seychelles,,,,21565,3172
763,,Sierra Leone,,,,9455,1891
764,,Somalia,,,,,
765,,Tajikistan,,,,,
766,,U.S.America,,,,86670,10133
767,,United Arab Emirates,,,,9516,996
768,4014000.0,MILK & CREAM.FAT-6% TO 10%,KG,3000,304,789750,30113
769,,Afghanistan,,3000,304,789750,30113
770,4015000.0,MILK & CREAM.FAT-EXCEEDING-10%,KG,,,11138,4781
771,,Afghanistan,,,,,
772,,Qatar,,,,10000,4408
773,,United Arab Emirates,,,,1138,373
774,4021000.0,MILK IN POWDER  FAT 1.5%,KG,4000,2874,333031,196176
775,,Afghanistan,,,,189683,104115
776,,Australia,,,,114,94
777,,Bahrain,,,,20,13
778,,Canada,,,,6614,4899
779,,Hong Kong S.A.Re.Chi,,,,95,58
780,,Malaysia,,,,,
781,,Mozambique,,,,,
782,,U.S.America,,4000,2874,40718,27701
783,,United Arab Emirates,,,,95787,59295
784,4022100.0,MILK IN POWDER>1.5% FAT,KG,50408,30568,270965,170390
785,,Afghanistan,,50408,30568,270965,170390
786,,Canada,,,,,
787,,U.S.America,,,,,
788,,United Arab Emirates,,,,,
789,,United Kingdom,,,,,
790,4022900.0,"OTH,MILK IN POWDER>1.5% FAT",KG,,,6392,4032
791,,Afghanistan,,,,3627,2358
792,,Canada,,,,1365,871
793,,Hong Kong S.A.Re.Chi,,,,580,346
794,,Mozambique,,,,,
795,,Netherlands,,,,,
796,,South Africa,,,,,
797,,U.S.America,,,,820,457
798,4029100.0,OTH MILK/CREAM NOT SOLID/SWEET,KG,,,100,53
799,,Hong Kong S.A.Re.Chi,,,,100,53
800,4029900.0,"OTH MILK/CREAM SOLID,SWEETEND",KG,6000,635,73539,29655
801,,Afghanistan,,,,45022,18862
802,,Australia,,,,852,352
803,,Canada,,,,245,121
804,,Mozambique,,,,,
805,,U.S.America,,,,21420,9684
806,,United Arab Emirates,,6000,635,6000,635
807,,United Kingdom,,,,,
808,4031000.0,YOGURT,KG,,,,
809,,Germany,,,,,
810,4039000.0,"BUTTER MILK,CURDLED MILK/CREAM",KG,69144,21366,1600316,482874
811,,Afghanistan,,300,104,1317266,394407
812,,Mozambique,,,,7060,2153
813,,Tajikistan,,68844,21262,246616,76261
814,,United Arab Emirates,,,,28029,9563
815,,United Kingdom,,,,1345,489
816,4049000.0,OTH PRODUCT CONSIST NATUR MILK,KG,,,39620,12015
817,,Afghanistan,,,,37000,10834
818,,United Arab Emirates,,,,2620,1181
819,4051000.0,BUTTER,KG,,,23407,18228
820,,Australia,,,,497,370
821,,Canada,,,,590,372
822,,Hong Kong S.A.Re.Chi,,,,7638,5679
823,,Kuwait,,,,72,77
824,,U.S.America,,,,14160,11456
825,,United Arab Emirates,,,,450,274
826,4059000.0,OTH FATS&OIL DERIVED FR MILK,KG,795,548,34070,21299
827,,Australia,,,,2085,1424
828,,Canada,,490,326,490,326
829,,Hong Kong S.A.Re.Chi,,,,15593,9602
830,,"Korea, Republic of",,,,385,239
831,,Kuwait,,,,20,19
832,,Mozambique,,305,222,305,222
833,,New Zealand,,,,,
834,,South Africa,,,,92,46
835,,U.R.of Tanzania,,,,,
836,,U.S.America,,,,15100,9421
837,,United Arab Emirates,,,,,
838,4071100.0,FERTILIZED CHICKEN EGGS(FOWLS),KG,311488,52230,3189138,542114
839,,Afghanistan,,,,71937,10431
840,,Australia,,,,5100,893
841,,Hong Kong S.A.Re.Chi,,67074,9484,417693,63539
842,,Jordan,,,,,
843,,Kuwait,,,,47945,5640
844,,Oman,,,,29745,5219
845,,Qatar,,7412,1752,54638,14606
846,,Saudi Arabia,,217200,38010,2498378,427633
847,,Tajikistan,,,,,
848,,United Arab Emirates,,19802,2984,63702,14155
849,4071900.0,FERTILIZED EGGS OF OTHER BIRDS,KG,288570,59157,2531999,431092
850,,Afghanistan,,288570,59157,2148145,378968
851,,Kazakstan,,,,,
852,,Kuwait,,,,86384,9863
853,,Oman,,,,270105,37319
854,,Qatar,,,,17160,3615
855,,United Arab Emirates,,,,10205,1327
856,4072100.0,O.FRESH EGGS OF CHICKEN(FOWLS),KG,,,231660,31243
857,,Afghanistan,,,,191860,24267
858,,Qatar,,,,39800,6976
859,4079000.0,OTH BIRD EGG IN SHELL FR/COKED,KG,,,18715,1842
860,,Afghanistan,,,,18715,1842
861,,Oman,,,,,
862,,Tajikistan,,,,,
863,4081900.0,"EGG YOLKS,OTHER THAN DRIED",KG,,,431409,71515
864,,Afghanistan,,,,366795,62356
865,,Hong Kong S.A.Re.Chi,,,,64614,9159
866,4089900.0,"OTH BIRDS,EGG OTH THAN DRY",KG,,,200,58
867,,Malawi,,,,200,58
868,4090000.0,NATURAL HONEY,KG,51413,29122,824184,702844
869,,Afghanistan,,90,56,419,343
870,,Australia,,,,240,185
871,,Bahrain,,,,3748,2352
872,,Canada,,,,508,804
873,,China,,,,413,442
874,,Denmark,,,,,
875,,Hong Kong S.A.Re.Chi,,11,7,285,281
876,,Iraq,,130,87,130,87
877,,Japan,,240,273,1490,1727
878,,Kenya,,,,1041,1041
879,,Kuwait,,6382,3638,58288,44081
880,,Libya,,,,,
881,,Malaysia,,,,6355,4746
882,,Maldives,,,,270,204
883,,Mauritius,,,,1620,1178
884,,Mozambique,,,,3382,3490
885,,Oman,,9370,5632,20818,12270
886,,Panama,,,,556,278
887,,Philippines,,,,,
888,,Qatar,,950,536,20265,14269
889,,Saudi Arabia,,15637,8835,545935,491292
890,,Singapore,,,,130,137
891,,Somalia,,,,,
892,,Sri Lanka,,,,110,100
893,,U.S.America,,600,426,778,569
894,,United Arab Emirates,,18003,9632,157403,122970
895,4100000.0,EDIBLE PRODUCT OF ANIMAL ORIGN,KG,,,51,13
896,,Qatar,,,,51,13
897,5010000.0,"HUMAN HAIR,UNWORK NOT WASHED",KG,83945,12699,1322572,194740
898,,China,,,,7000,1159
899,,Kenya,,,,5475,772
900,,Montenegro,,,,10390,1675
901,,Myanmar,,23195,3293,295848,46636
902,,Singapore,,,,273669,35529
903,,Thailand,,12825,2525,12825,2525
904,,U.S.America,,,,3650,552
905,,United Arab Emirates,,,,10035,1969
906,,United Kingdom,,,,15500,2351
907,,Viet Nam,,47925,6881,683495,101021
908,,Zimbabwe,,,,4685,552
909,5040000.0,"GUTS,BLADERS,STOMACH OF ANIMAL",KG,99373,227505,793078,1907806
910,,Afghanistan,,,,,
911,,Albania,,,,24144,49390
912,,Belgium,,,,,
913,,Bulgaria,,,,2086,4937
914,,China,,,,306,742
915,,Croatia,,,,5075,14082
916,,Czech Republic,,4225,9931,32644,79929
917,,Egypt(U.A.R.),,1350,3465,6210,17882
918,,France,,6470,12890,35429,83809
919,,Germany,,4520,10684,41946,109778
920,,Hong Kong S.A.Re.Chi,,,,120,549
921,,Italy,,5350,9745,55236,124846
922,,Japan,,,,2530,6361
923,,Kuwait,,,,40,176
924,,Lebanon,,,,385,814
925,,Lithuania,,583,1026,1618,4251
926,,Morocco,,,,5930,14628
927,,Poland,,11650,26331,92150,235676
928,,Portugal,,11100,32858,29284,95261
929,,Romania,,14110,31775,132095,339875
930,,Slovakia/Slovak R.,,,,2168,4136
931,,Slovenia,,,,,
932,,Spain,,17380,36902,121271,292281
933,,Turkey,,,,43870,108801
934,,U.S.America,,,,698,1908
935,,United Arab Emirates,,190,425,1153,2569
936,,Viet Nam,,22445,51472,156690,315125
937,5051000.0,"FEATHER,USED FOR STUFFING;DOWN",KG,20625,1547,268055,28753
938,,China,,,,9500,4754
939,,Malaysia,,,,55930,4286
940,,U.S.America,,,,,
941,,Viet Nam,,20625,1547,202625,19713
942,5059000.0,OTH SKINS AND  PARTS OF BIRDS,KG,29152,5919,761709,145227
943,,Albania,,,,21000,4647
944,,Canada,,,,950,105
945,,China,,,,,
946,,Hong Kong S.A.Re.Chi,,,,5000,1191
947,,O.Asia(Tai.For.Pe.Ki,,23652,4967,161947,32980
948,,U.S.America,,,,,
949,,Viet Nam,,5500,953,572812,106303
950,5061000.0,"OSSEIN,BONES TREATED WITH ACID",KG,,,188400,51351
951,,Japan,,,,188400,51351
952,5069010.0,"BONES, POWDER",KG,156120,6786,3626870,160093
953,,China,,90120,3851,1814870,77966
954,,Japan,,,,90000,3511
955,,Thailand,,66000,2935,1722000,78616
956,,U.S.America,,,,,
957,,United Kingdom,,,,,
958,5069020.0,"BONES, WASTE",KG,397480,29811,4060477,230437
959,,China,,,,24492,295
960,,Japan,,397480,29811,4035985,230142
961,5069090.0,OTH;POWDER OF BORN/HORN CORES,KG,1036995,42192,3812921,159713
962,,China,,1015730,41086,2361856,96075
963,,Iran ( Islamic R.),,,,,
964,,Malaysia,,21265,1105,31265,1536
965,,Thailand,,,,1419800,62102
966,,United Kingdom,,,,,
967,5071000.0,"IVORY,IVORY POWDER AND WASTE",KG,134770,9917,1784090,131933
968,,Germany,,134770,9917,1737860,128494
969,,Turkey,,,,46230,3439
970,5079010.0,HORNS,KG,,,104557,9787
971,,Germany,,,,93235,8399
972,,Japan,,,,,
973,,Myanmar,,,,4572,343
974,,Spain,,,,1020,119
975,,Switzerland,,,,2000,254
976,,Uganda,,,,730,169
977,,United Arab Emirates,,,,3000,503
978,5079090.0,"ANTLERS,NAILS,CLAWS AND BEAKS",KG,38165,2099,4101147,183973
979,,China,,,,1886590,77492
980,,Germany,,,,398000,18476
981,,Hong Kong S.A.Re.Chi,,38165,2099,192385,10217
982,,Iran ( Islamic R.),,,,518930,22835
983,,Japan,,,,458117,24971
984,,Thailand,,,,647125,29983
985,,U.S.America,,,,,
986,5080010.0,SHELLS,KG,,,394889,8463
987,,China,,,,393800,8061
988,,Hong Kong S.A.Re.Chi,,,,1089,401
989,5080090.0,CORAL POWDER&SIMILAR MATERIAL,KG,,,68570,6551
990,,India,,,,15870,1246
991,,Viet Nam,,,,52700,5305
992,5100000.0,"AMBERGRIS,CASTOREUM CIVET,MUSK",KG,30300,6815,191480,30182
993,,Brazil,,,,127110,17951
994,,Japan,,,,,
995,,Paraguay,,30300,6815,60300,11558
996,,Thailand,,,,4070,674
997,5111000.0,BOVINE SEMEN,KG,,,8,109
998,,United Arab Emirates,,,,8,109
999,5119110.0,FISH EGGS,KG,,,4600,1434
1000,,Malaysia,,,,,
1001,,Thailand,,,,4600,1434
1002,5119190.0,OTHER PRODUCTS OF FISH,KG,,,45800,6068
1003,,Saudi Arabia,,,,105,15
1004,,Sri Lanka,,,,45695,6053
1005,5119920.0,HORSEHAIR & HORSEHAIR WASTE,KG,,,,
1006,,Saudi Arabia,,,,,
1007,6011010.0,BULBS,KG,1450,196,5845,831
1008,,Egypt(U.A.R.),,,,,
1009,,Malaysia,,,,,
1010,,Oman,,,,,
1011,,Philippines,,,,4395,635
1012,,South Africa,,1300,170,1300,170
1013,,U.S.America,,150,26,150,26
1014,,United Arab Emirates,,,,,
1015,6011090.0,"OTH BULBTUBER,TUBEROU,ROOT,ETC",KG,,,87016,11351
1016,,Afghanistan,,,,,
1017,,Bangladesh,,,,4840,319
1018,,Denmark,,,,,
1019,,Hong Kong S.A.Re.Chi,,,,2000,111
1020,,India,,,,,
1021,,Morocco,,,,17955,808
1022,,Myanmar,,,,,
1023,,Oman,,,,1700,171
1024,,Qatar,,,,9700,1504
1025,,South Africa,,,,4010,846
1026,,United Arab Emirates,,,,14962,1692
1027,,United Kingdom,,,,644,29
1028,,Viet Nam,,,,31205,5870
1029,6012000.0,"BULB TUBERS,ROOTS,CHICORY PLAN",KG,56,7,241070,34807
1030,,Afghanistan,,,,6264,1093
1031,,Algeria,,,,,
1032,,Australia,,,,,
1033,,Canada,,,,24,4
1034,,Egypt(U.A.R.),,,,9367,937
1035,,France,,,,3820,382
1036,,Germany,,,,1500,237
1037,,Iraq,,,,,
1038,,Italy,,,,,
1039,,Japan,,,,,
1040,,Jordan,,,,2695,380
1041,,Libya,,,,,
1042,,Malaysia,,,,,
1043,,Myanmar,,,,,
1044,,Oman,,,,11187,1610
1045,,Qatar,,,,82700,12939
1046,,Saudi Arabia,,,,73437,11045
1047,,Singapore,,,,,
1048,,Turkey,,56,7,10786,1847
1049,,U.S.America,,,,,
1050,,United Arab Emirates,,,,39290,4333
1051,6021000.0,UN-ROOTED CUTTING AND SLIPS,KG,,,4993,1021
1052,,Afghanistan,,,,4993,1021
1053,,Bangladesh,,,,,
1054,,Kuwait,,,,,
1055,,Malaysia,,,,,
1056,,Myanmar,,,,,
1057,,Saudi Arabia,,,,,
1058,,United Arab Emirates,,,,,
1059,6022000.0,"TREES,SHRUBS,BUSHES,GRAFTED",KG,,,58755,5070
1060,,Afghanistan,,,,30810,4058
1061,,Bangladesh,,,,400,23
1062,,Egypt(U.A.R.),,,,,
1063,,Qatar,,,,5265,316
1064,,Saudi Arabia,,,,,
1065,,U.S.America,,,,,
1066,,United Arab Emirates,,,,22280,672
1067,6024000.0,"ROSES,GRAFTED OR NOT",KG,,,767832,37340
1068,,Afghanistan,,,,100,21
1069,,China,,,,7632,573
1070,,Qatar,,,,760100,36746
1071,6029090.0,OTHER LIVE PLANTS,KG,,,43742,8723
1072,,Afghanistan,,,,4842,949
1073,,Oman,,,,,
1074,,Qatar,,,,38900,7774
1075,,Saudi Arabia,,,,,
1076,6031100.0,ROSES FRESH,KG,26800,5674,257988,46869
1077,,Afghanistan,,,,2995,449
1078,,Canada,,,,174,30
1079,,China,,,,15000,1532
1080,,Egypt(U.A.R.),,8510,1769,68565,13080
1081,,Germany,,5290,1462,5290,1462
1082,,India,,,,4765,765
1083,,Iraq,,,,21165,4035
1084,,Japan,,,,1000,601
1085,,Jordan,,,,23310,4076
1086,,Mexico,,,,7650,1767
1087,,Philippines,,,,,
1088,,Saudi Arabia,,7000,1334,30630,5762
1089,,South Africa,,,,1054,156
1090,,Spain,,,,,
1091,,Tunisia,,,,16950,3681
1092,,Turkey,,,,3600,701
1093,,United Arab Emirates,,6000,1109,41295,6999
1094,,United Kingdom,,,,3200,629
1095,,Viet Nam,,,,7845,544
1096,,Yemen,,,,3500,599
1097,6031900.0,"OTH FRESH FLOWER,BUDS FOR BOUQ",KG,,,17213,2040
1098,,Afghanistan,,,,300,33
1099,,Hong Kong S.A.Re.Chi,,,,,
1100,,India,,,,2000,200
1101,,Viet Nam,,,,14913,1806
1102,6039000.0,OTH FLOWER FRESH DRIED DYED BL,KG,56150,12632,534950,134436
1103,,Afghanistan,,,,55,11
1104,,Algeria,,,,,
1105,,Australia,,,,,
1106,,Bahrain,,,,,
1107,,Bangladesh,,,,1360,522
1108,,Bulgaria,,,,6100,1238
1109,,China,,,,7500,2214
1110,,Egypt(U.A.R.),,19500,3761,68750,12664
1111,,Germany,,20260,5065,171207,51433
1112,,Hong Kong S.A.Re.Chi,,1550,347,9320,2964
1113,,Iraq,,,,6550,1310
1114,,Jordan,,,,,
1115,,"Korea, Republic of",,,,1352,338
1116,,Kuwait,,,,165,31
1117,,Morocco,,,,,
1118,,Oman,,,,,
1119,,Qatar,,2490,649,166882,34615
1120,,Saudi Arabia,,,,8950,2299
1121,,Spain,,4320,1316,4320,1316
1122,,Tunisia,,2780,607,5970,2033
1123,,Turkey,,,,9240,2915
1124,,U.S.America,,,,49744,14312
1125,,United Arab Emirates,,5250,886,15981,3319
1126,,United Kingdom,,,,1504,903
1127,6042000.0,"FOLIAGE,BRANCHES, PARTS FRESH",KG,,,,
1128,,Afghanistan,,,,,
1129,,United Arab Emirates,,,,,
1130,6049000.0,O.PARTS OF PLANTS FOR BOUQUETS,KG,,,218755,16577
1131,,Afghanistan,,,,15475,1085
1132,,Canada,,,,,
1133,,"Korea, Republic of",,,,36000,5853
1134,,O.Asia(Tai.For.Pe.Ki,,,,159880,9301
1135,,Qatar,,,,7400,337
1136,,United Arab Emirates,,,,,
1137,7011000.0,POTATO SEEDS,KG,214000,11823,677017,37950
1138,,Afghanistan,,,,,
1139,,Hong Kong S.A.Re.Chi,,,,,
1140,,India,,,,47650,3491
1141,,Oman,,,,1030,95
1142,,Qatar,,,,,
1143,,Saudi Arabia,,,,40727,2555
1144,,South Sudan,,120000,6584,456000,24820
1145,,United Arab Emirates,,94000,5240,131610,6989
1146,7019000.0,"POTATOES,FRESH OR CHILLED",KG,36860182,691344,570262369,11807349
1147,,Afghanistan,,15335569,360153,322802103,7607248
1148,,Azerbaijan,,,,,
1149,,Bahrain,,813014,12611,8182386,131908
1150,,Belgium,,,,24385,439
1151,,Brunei Darussalam,,28620,397,161718,3153
1152,,Canada,,,,15066,226
1153,,Indonesia,,,,,
1154,,Iraq,,174000,3230,4695792,87327
1155,,Kazakstan,,,,66000,1165
1156,,Kuwait,,465941,6142,1928775,26299
1157,,Malaysia,,953861,15414,20063472,412773
1158,,Maldives,,,,56205,1532
1159,,Oman,,2289175,32749,16668859,251701
1160,,Qatar,,3571467,49286,30175067,496975
1161,,Russian Federation,,,,18235557,417341
1162,,Saudi Arabia,,,,199270,3474
1163,,Seychelles,,,,29500,1302
1164,,Singapore,,626520,10483,4265695,71126
1165,,Somalia,,,,227000,3591
1166,,Sri Lanka,,7084166,124721,74246775,1293820
1167,,Timor Leste,,57340,1154,143311,3142
1168,,Ukraine,,,,80050,2370
1169,,United Arab Emirates,,5460509,75005,66703449,964057
1170,,Uzbekistan,,,,1165799,22596
1171,,Viet Nam,,,,126135,3784
1172,7020000.0,"TOMATOES,FRESH OR CHILLED",KG,101911,4072,16858413,675627
1173,,Afghanistan,,101911,4072,16858413,675627
1174,,United Arab Emirates,,,,,
1175,7031000.0,ONIONS AND SHALLOTS,KG,6133165,126298,132779523,4185684
1176,,Afghanistan,,202000,4433,4612417,134438
1177,,Azerbaijan,,,,,
1178,,Bahrain,,87108,1154,1331321,44976
1179,,Bangladesh,,,,829226,17393
1180,,Brunei Darussalam,,29198,405,667656,25483
1181,,India,,,,,
1182,,Iraq,,,,345900,4405
1183,,Japan,,,,,
1184,,Kazakstan,,69000,877,115000,1461
1185,,"Korea, Republic of",,,,2500,126
1186,,Kuwait,,824481,12378,1909465,41241
1187,,Malaysia,,3024135,67906,49434708,1635157
1188,,Maldives,,,,84000,2334
1189,,Mauritius,,,,66400,2146
1190,,Oman,,680863,14341,7415035,196723
1191,,Qatar,,274478,6313,12359017,397722
1192,,Reunion,,,,28000,1548
1193,,Saudi Arabia,,,,421418,13241
1194,,Seychelles,,,,29400,1396
1195,,Singapore,,66000,1239,2254851,71700
1196,,Somalia,,,,116000,2879
1197,,South Africa,,,,10000,219
1198,,Sri Lanka,,261662,5065,21332826,616537
1199,,Thailand,,,,,
1200,,Turkmenistan,,46000,584,46000,584
1201,,U.S.America,,,,56845,1384
1202,,United Arab Emirates,,568240,11602,28913309,955295
1203,,United Kingdom,,,,,1125
1204,,Uzbekistan,,,,131989,4882
1205,,Viet Nam,,,,266240,11291
1206,7032000.0,GARLIC,KG,52421,11921,484523,93298
1207,,Afghanistan,,,,74537,12066
1208,,Australia,,3528,954,7901,1906
1209,,Bahrain,,340,105,1408,501
1210,,Belgium,,,,,
1211,,Brunei Darussalam,,,,22,11
1212,,Canada,,,,18599,3299
1213,,China,,72,24,72,24
1214,,Denmark,,,,600,95
1215,,Germany,,,,630,170
1216,,Greece,,,,,
1217,,Hong Kong S.A.Re.Chi,,,,,
1218,,Kuwait,,54,17,324,104
1219,,Malaysia,,,,,
1220,,Maldives,,,,670,183
1221,,Mauritius,,15690,3636,51864,11518
1222,,Nigeria,,,,,
1223,,Norway,,,,594,160
1224,,Oman,,360,117,720,238
1225,,Qatar,,90,22,11776,2609
1226,,Saudi Arabia,,,,9365,1498
1227,,Seychelles,,,,,
1228,,Singapore,,,,,
1229,,Somalia,,,,445,67
1230,,South Africa,,,,225,66
1231,,Spain,,,,,
1232,,Sri Lanka,,,,,
1233,,Sweden,,,,252,69
1234,,U.S.America,,13791,4125,53690,12225
1235,,United Arab Emirates,,,,5870,1549
1236,,United Kingdom,,18496,2922,244959,44941
1237,7039000.0,"LEEK,OTH ALLIACEOUS VEGETABLES",KG,,,4917568,197021
1238,,Afghanistan,,,,4912658,196781
1239,,Mauritius,,,,,
1240,,Qatar,,,,960,82
1241,,United Arab Emirates,,,,,
1242,,United Kingdom,,,,,
1243,,Viet Nam,,,,3950,158
1244,7041000.0,CAULIFLOWERS & HEADED BROCCOLI,KG,,,640,32
1245,,Qatar,,,,640,32
1246,7042000.0,BRUSSELS SPROUTS.,KG,,,20000,800
1247,,Afghanistan,,,,20000,800
