HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6,JUNE.1,Unnamed: 8,CUMULATIVE FROM JULY.1,Unnamed: 10
,,,QUANTITY,VALUE,QUANTITY,VALUE,QUANTITY,VALUE,QUANTIT,VALUE
,"Congo, Republic of",,,,,,,,9922,5549
,Costa Rica,,1942,680,24595,11400,2149,902,27040,8897
,Croatia,,2000,1290,9528,4837,280,231,10610,4539
,Cuba,,,,21270,13509,1304,790,226784,44493
,Cyprus,,,,109,96,,,606,272
,Czech Republic,,18155,13213,784975,132975,92254,8017,1696600,178574
,D.R.of Congo,,15,11,13032,19788,,,10230,4053
,Denmark,,120561,29615,948135,254572,28263,14384,1006921,234804
,Djibouti,,14648,3369,70888,33537,,,21821,10971
,Dominica,,,,,,,,2088,1627
,Dominican Republic,,11880,4286,86195,25315,300,853,113236,27676
,Ecuador,,89521,17819,271705,75048,18760,3547,376630,74769
,Egypt(U.A.R.),,25513,17330,800659,208559,33532,9011,1151201,246202
,El Salvador,,1493,438,30752,9663,,,19684,7049
,Estonia,,8100,3370,230037,58731,55,55,450668,58434
,Ethiopia,,,,96998,42367,,,4684,2919
,Fiji,,,,501,225,,,840,132
,Finland,,4567,2381,137809,27973,6650,1275,131896,21356
,Fr.Yugoslav R.Macedo,,,,655,405,,,7135,1074
,France,,379857,127930,5792806,1278510,97342,137304,10456824,1539754
,Georgia,,23024,13045,45780,22122,1097,3470,30309,11979
,Germany,,862006,449483,18830157,4775493,2321293,338848,29163496,4913208
,Ghana,,980,627,55317,22115,3170,1070,81674,36939
,Greece,,1365,993,70771,19328,8145,1370,94619,19360
,Guatemala,,10251,3257,98429,27724,7395,2454,91725,27303
,Guinea,,2000,1233,15587,8372,,,2545,541
,Guyana,,,,60,32,,,239,180
,Haiti,,,,,,,,4918,1897
,Honduras,,8050,2589,100693,21993,14583,2005,60918,14600
,Hong Kong S.A.Re.Chi,,11835,8107,425853,77976,59806,9225,688289,114042
,Hungary,,7118,4235,241622,52953,28220,4168,254849,41976
,Iceland,,,,659,254,,,2082,1225
,India,,283653,179845,5017450,1187402,503011,97746,6769518,1346826
,Indonesia,,74536,9116,213218,58631,8542,1807,487295,81516
,Iran ( Islamic R.),,13000,8498,338286,81806,10988,5153,401822,73663
,Iraq,,900,605,84276,33294,3970,1554,125304,36609
,Ireland,,21132,4312,238246,67791,6270,464,274770,59512
,Italy,,258998,57462,2835365,633988,221989,43538,2596317,538624
,Jamaica,,,,9116,5028,2700,498,6274,3525
,Japan,,152186,105133,2587399,747857,208869,45988,3285456,760201
,Jordan,,1980,1374,95821,22001,6736,1793,135753,35438
,Kazakstan,,,,46805,10657,6361,1095,101975,19824
,Kenya,,10485,6610,257507,88550,11302,3816,214573,99634
,Korea D.P.Republic,,,,,,,,60,105
,"Korea, Republic of",,153266,52379,2317025,475094,209098,33646,2448156,392239
,Kuwait,,1900,1283,28601,17204,3517,626,38853,20439
,Kyrgyzstan/Kyrgyz R.,,,,9715,2238,,,6083,1497
,Lao People's D.R.,,,,9520,4651,,,11032,7392
,Latvia,,1000,653,10281,2385,22675,3220,79273,13828
,Lebanon,,6150,4123,150894,34668,1803,1414,242822,50290
,Libya,,,,19262,9420,200,156,16999,7981
,Lithuania,,800,540,16962,6361,61,170,40327,8629
,Luxembourg,,250,252,5790,1368,155,327,2647,935
,Macao.China,,,,150,76,,,,
,Madagascar,,2300,1530,21524,7906,924,1369,21298,9516
,Malawi,,1596,1000,5098,5002,,,530,429
,Malaysia,,16911,11584,403876,107139,79535,16515,642795,143611
,Maldives,,,,6437,1789,,,9897,5649
,Mali,,,,15999,9869,2252,2385,18774,8463
,Malta,,90,69,3935,2568,153,186,9032,3103
,Mauritania,,,,3370,1497,,,13440,5597
,Mauritius,,,,4523,2229,124,67,2441,1405
,Mayotte,,,,,,,,30,111
,Mexico,,198231,62330,2017960,457585,25578,13111,1812852,374933
,"Micronesia,F.States",,,,165,73,,,4420,511
,Mongolia,,,,383,252,,,515,277
,Montenegro,,,,6685,3895,,,,
,Morocco,,20009,12706,139149,55360,1186,900,191846,64391
,Mozambique,,,,11755,9979,2909,2347,28462,14160
,Myanmar,,1850,1166,12238,5313,12650,1477,106444,38171
,Namibia,,,,6919,5274,2100,448,7735,3698
,Nepal,,4086,2743,322072,55046,4894,1970,238616,43387
,Netherlands,,98361,34433,1863952,420424,190798,40608,2357856,473864
,New Zealand,,28686,16638,595827,140504,37001,13264,1080585,141501
,Nicaragua,,1945,963,61588,15201,450,260,96395,46011
,Niger,,900,543,2746,1543,209,213,3291,691
,Nigeria,,2795,1705,253476,75562,2689,738,603147,102587
,Norway,,1752,1139,20792,9282,,,19484,8378
,O.Asia(Tai.For.Pe.Ki,,25036,15020,414912,112253,102689,10702,488822,100834
,Oman,,700,471,18847,5414,,,22412,7578
,Panama,,576,222,79847,26634,20158,3589,75995,15835
,Papua New Guinea,,,,14923,9034,1107,609,10713,4518
,Paraguay,,,,30462,9738,3377,918,45803,14279
,Peru,,22470,5638,293434,74805,43838,7446,332391,61989
,Philippines,,17392,12143,1047018,266469,261209,65192,1676329,320957
,Poland,,34833,25319,714574,173152,92472,15341,1039508,164629
,Portugal,,83586,48845,1150346,193869,106119,10879,1283971,163739
,Puerto Rico,,,,171,97,20,46,67,113
,Qatar,,200,141,20732,9168,2575,817,51687,9742
,Republic of Moldova,,500,320,12132,3600,,,8340,1317
,Reunion,,280,198,1335,561,,,,
,Romania,,10001,6851,345832,70358,44613,5851,312332,52237
,Russian Federation,,46647,30643,2461688,386341,194016,29984,2308003,358452
,Rwanda,,,,6490,3147,,,631,237
,Saudi Arabia,,43663,28188,428129,98184,48469,7213,755369,161473
,Senegal,,2105,1418,34107,18330,,,21786,11358
,Serbia,,3808,3289,129138,24745,,,50899,8099
,Sierra Leone,,190,112,190,112,252,330,1558,1739
,Singapore,,29370,15905,1548574,285650,295858,33452,2312799,310444
,Slovakia/Slovak R.,,1800,1137,45197,8917,2310,291,66965,8889
,Slovenia,,,,2236,661,,,6801,1520
,Solomon Islands,,,,401,341,,,,
,Somalia,,,,,,,,442,437
,South Africa,,94762,67820,1588088,418001,52969,40075,3972221,533631
,South Sudan,,6707,4534,26252,9539,,,,
,Spain,,18652,10625,660390,171123,61640,20196,1667033,213272
,Sri Lanka,,6380,4147,71618,40361,9286,4470,107378,49152
,St.Kitts and Nevis,,,,,,250,242,250,242
,Sudan,,,,,,,,17830,6538
,Suriname,,,,354,221,,,764,539
,Swaziland,,,,1713,692,,,18911,7923
,Sweden,,7622,4550,139274,39461,9403,5403,134765,47442
,Switzerland,,50726,32883,1364755,214092,103415,11881,1856826,215436
,Syrian Arab Republic,,1000,686,22643,8221,,,10408,1401
,Tajikistan,,,,1678,1617,,,2604,270
,Thailand,,116946,36982,863325,241413,101656,27976,777018,208089
,Timor Leste,,,,775,217,1652,1067,12276,3881
,Togo,,,,607,517,,,4557,1312
,Trinidad and Tobago,,,,598,155,,,378,115
,Tunisia,,2250,1532,66749,28904,903,1450,77912,25513
,Turkey,,66316,42422,1867600,439802,202400,21910,2241455,373961
,U.R.of Tanzania,,18994,12726,108911,56038,,,88791,33878
,U.S.America,,2818298,845138,47420007,9921562,5962252,1049199,75011136,10667427
,Uganda,,350,225,70067,30691,468,1116,60293,29047
,Ukraine,,1116,679,415081,81851,87806,10475,254324,38871
,United Arab Emirates,,99049,79927,2262687,711211,197401,37293,2009196,497851
,United Kingdom,,366091,291218,17640910,3153303,1543135,307236,22988940,3717403
,Uruguay,,7500,2561,48755,12269,1639,919,73085,11607
,Uzbekistan,,1245,880,32530,12880,,,114139,38314
,"Venezuela,Bolivar. R",,834,132,6997,3537,,,5676,2576
,Viet Nam,,38745,21262,1125096,196975,70790,11535,1351815,175987
,Yemen,,17949,10920,74001,23291,,,134628,23954
,Zambia,,950,643,34761,13518,,,33535,10400
,Zimbabwe,,,,16309,8182,1824,1517,25503,11775
90192090,OTH THERAPEUTIC RESPIRATIO APP,NO,,,4,17,,,20,756
,Bangladesh,,,,,,,,20,756
,Grenada,,,,4,17,,,,
90211000,ORTHOPAEDIC/FRACTURE APPLIANCE,VAL,,1369,,2427,,,,1148
,Botswana,,,,,48,,,,
,Bulgaria,,,,,47,,,,
,Egypt(U.A.R.),,,,,,,,,381
,Guyana,,,,,337,,,,
,Italy,,,489,,489,,,,
,Myanmar,,,376,,376,,,,657
,Nigeria,,,505,,505,,,,
,United Kingdom,,,,,,,,,110
,Viet Nam,,,,,626,,,,
90212100,ARTIFICIAL TEETH,VAL,,1172,,9261,,425,,6617
,Bangladesh,,,,,445,,,,146
,"Korea, Republic of",,,217,,217,,,,
,Mauritius,,,,,513,,425,,1135
,Russian Federation,,,,,,,,,803
,Senegal,,,955,,3263,,,,2691
,Singapore,,,,,3423,,,,
,South Africa,,,,,1400,,,,1840
90212900,OTHER; DENTAL FITTINGS,VAL,,216,,23311,,1150,,12854
,Canada,,,216,,1120,,,,
,Dominican Republic,,,,,2227,,,,
,Fiji,,,,,437,,,,1125
,France,,,,,1528,,238,,238
,Germany,,,,,7695,,,,
,Greece,,,,,,,281,,281
,Kenya,,,,,358,,,,
,"Korea, Republic of",,,,,652,,,,
,Mauritius,,,,,,,,,28
,Netherlands,,,,,196,,,,
,Saudi Arabia,,,,,,,131,,131
,Singapore,,,,,399,,,,10551
,U.S.America,,,,,6612,,9,,9
,United Kingdom,,,,,2087,,490,,490
90213900,OTH ARTIFICAL PARTS OF BODY,VAL,,,,,,,,7450
,Jordan,,,,,,,,,7450
90214000,"HEARING AIDS,EXCL PART/ACCESSO",VAL,,,,,,,,3
,Nepal,,,,,,,,,3
90219000,"OTH;APP,WORN CARY,IMPL IN BODY",VAL,,334,,7638,,1758,,2795
,Denmark,,,334,,1297,,,,569
,Indonesia,,,,,3359,,,,
,Myanmar,,,,,,,,,410
,Netherlands,,,,,295,,,,
,Niger,,,,,6,,,,
,Poland,,,,,207,,,,
,Thailand,,,,,,,1758,,1758
,United Arab Emirates,,,,,,,,,3
,United Kingdom,,,,,,,,,56
,Viet Nam,,,,,2475,,,,
90221400,"OTH,X-RAY APP FOR MEDICAL SURG",NO,,,5472,2623,,,490,162
,Italy,,,,62,114,,,,
,Mozambique,,,,430,157,,,,
,Netherlands,,,,1120,599,,,,
,Russian Federation,,,,50,83,,,,
,U.S.America,,,,2142,1190,,,490,162
,United Arab Emirates,,,,18,21,,,,
,United Kingdom,,,,1650,458,,,,
90221900,X-RAY APPA FOR OTHER USES,NO,,,,,,,1,208
,Afghanistan,,,,,,,,1,208
90222100,APP ALPHA-B-G RADI-MEDICAL USE,NO,,,67908,43155,,,9086,12884
,Australia,,,,,,,,600,887
,Belgium,,,,10512,3006,,,,
,Canada,,,,430,570,,,,
,Cyprus,,,,188,119,,,,
,Finland,,,,1049,941,,,,
,France,,,,1000,1362,,,,
,Germany,,,,8914,8386,,,400,834
,Greece,,,,1850,681,,,,
,Hong Kong S.A.Re.Chi,,,,2100,3011,,,,
,India,,,,680,670,,,,
,Ireland,,,,100,196,,,,
,Italy,,,,327,135,,,,
,"Korea, Republic of",,,,350,168,,,219,223
,Netherlands,,,,770,520,,,,
,New Zealand,,,,6950,1364,,,,
,Peru,,,,,,,,220,74
,Philippines,,,,2045,1814,,,,
,Poland,,,,550,162,,,,
,Saudi Arabia,,,,225,195,,,,
,Thailand,,,,4479,3020,,,,
,Tunisia,,,,100,80,,,,
,U.S.America,,,,17716,11532,,,3427,1989
,United Kingdom,,,,7573,5222,,,4220,8878
90223000,X-RAY TUBES,NO,,,4,157,,,,
,"Korea, Republic of",,,,4,157,,,,
90229000,O-APP AL-B-G RADI INCL PA/ACCE,NO,,,,,,,1,203
,Kenya,,,,,,,,1,203
90230000,APPA DESIGNED F-DEMANSTRATION,KG,,,7807,6624,,,1616,1314
,Brazil,,,,,,,,251,845
,Philippines,,,,,,,,1365,469
,Singapore,,,,6920,5024,,,,
,U.S.America,,,,887,1600,,,,
90248000,O-MACH-TESTING HARDNESS/STREN,NO,,,,,,,4717,3830
,Singapore,,,,,,,,4716,2422
,Thailand,,,,,,,,1,1409
90249000,PARTS&ACC-HARD/STREN TEST MACH,KG,,,27544,12670,,,36829,17463
,Australia,,,,216,99,,,50,12
,Bulgaria,,,,,,,,160,95
,Colombia,,,,120,35,,,,
,France,,,,18319,8760,,,30081,14260
,Iceland,,,,360,179,,,,
,Malaysia,,,,2324,1314,,,,
,Nicaragua,,,,2160,671,,,3026,1200
,Saudi Arabia,,,,,,,,135,102
,Singapore,,,,390,139,,,,
,South Africa,,,,261,117,,,,
,Sudan,,,,,,,,80,16
,Switzerland,,,,210,73,,,,
,Turkey,,,,60,42,,,,
,U.S.America,,,,2303,896,,,1239,522
,United Arab Emirates,,,,411,190,,,2058,1255
,United Kingdom,,,,410,157,,,,
90251110,THERMOMETERS CLINICAL,NO,,,50000,1240,,,861022,18436
,Oman,,,,50000,1240,,,95250,2353
,Saudi Arabia,,,,,,,,760772,15982
,United Arab Emirates,,,,,,,,5000,102
90258010,HYDROMETERS,NO,,,35,18,,,,
,United Arab Emirates,,,,35,18,,,,
90261010,FUEL GUAGES ETC AGRI-TRACTOR,NO,,,,,,,102,73
,Italy,,,,,,,,102,73
90261090,OTH MEASURIN APPA FOR LIQUIDS,NO,,,6610,1510,,,938,788
,Greece,,,,,,,,12,125
,Italy,,,,560,384,,,926,663
,United Arab Emirates,,,,26,26,,,,
,United Kingdom,,,,6024,1100,,,,
90262000,"APP, MEASUR/CHECK PRESSURE.",NO,,,25,73,,,74,198
,U.R.of Tanzania,,,,25,73,,,20,58
,U.S.America,,,,,,,,54,140
90268000,"OTH,APP,MEASUR VARIATION LIQ/G",NO,2,155,57,323,,,2,40
,Bahrain,,2,155,2,155,,,,
,Kenya,,,,30,124,,,,
,U.R.of Tanzania,,,,25,44,,,2,40
90269000,"PARTS,ACCE OF SUB GROUP 90.26.",KG,7630,5321,98641,53035,,,82157,48295
,France,,,,,,,,2416,1180
,Greece,,,,339,220,,,,
,Italy,,,,,,,,689,481
,Malaysia,,,,,,,,1595,908
,Turkey,,7630,5321,98122,52753,,,77457,45726
,U.S.America,,,,180,61,,,,
90271000,GAS/SMOKE ANALYSIS APPARATUS.,NO,,,6,63,,,1088,2215
,Greece,,,,6,63,,,17,71
,Turkey,,,,,,,,1071,2145
90273000,"SPECTRO,SPECTROPHOT-METER RADI",NO,,,1,138,10,110,12,3534
,Azerbaijan,,,,,,,,1,1372
,Romania,,,,,,,,1,2052
,U.R.of Tanzania,,,,,,10,110,10,110
,United Arab Emirates,,,,1,138,,,,
90275000,"OTH,INS.USING OPTCAL RADIATION",NO,,,,,,,1,3908
,Turkey,,,,,,,,1,3908
90278000,"OTH,INST FOR PHYSICAL CHEM ANA",NO,1,5,1,5,,,11,1026
,Egypt(U.A.R.),,,,,,,,11,1026
,Somalia,,1,5,1,5,,,,
90279000,MICROTOMES;PART ACCE APP-90.27,NO,,,,,,,1,432
,Azerbaijan,,,,,,,,1,432
90283000,ELECTRICITY METERS,NO,,,29,43,,,,
,U.R.of Tanzania,,,,29,43,,,,
90289020,OTH PARTS FOR ELECTRIC METER,KG,,,,,,,1806,322
,Botswana,,,,,,,,262,58
,China,,,,,,,,320,46
,Sudan,,,,,,,,900,169
,United Arab Emirates,,,,,,,,324,49
90289090,OTH PRODUC/CALIBRATING METERS,KG,,,14110,9070,,,,
,Turkey,,,,14110,9070,,,,
90291090,OTH; PRODUCTION COUNTERS&LIKE,NO,,,19,19,,,1,..
,United Arab Emirates,,,,19,19,,,,
90292019,OTH SPEED INDICATOR/TACHOMETER,NO,,,,,,,6,30
,Kenya,,,,,,,,6,30
90303200,MULTIMETER WITH  RECORD DEVICE,NO,,,,,,,2,25
,U.R.of Tanzania,,,,,,,,2,25
90303390,O-METER WITH OUT RECOED DEVICE,NO,,,6,8,,,5,476
,Saudi Arabia,,,,,,,,5,476
,U.R.of Tanzania,,,,6,8,,,,
90308900,"OTH,INS,MEASUR ELECTRICAL QTY.",NO,,,2,60,,,,
,U.R.of Tanzania,,,,2,60,,,,
90318000,"OTH,INS APPLIANCES & MACHINES.",NO,,,24,3200,1,29,22,350
,Kenya,,,,,,1,29,1,29
,Netherlands,,,,22,10,,,,
,Poland,,,,2,3190,,,,
,Saudi Arabia,,,,,,,,1,289
,United Arab Emirates,,,,,,,,20,32
90319000,"PART,ACCE OF ARTICLE H- 90.31",KG,2070,3194,2070,3194,,,500,819
,Morocco,,,,,,,,500,819
,Switzerland,,2070,3194,2070,3194,,,,
90321090,OTH THERMOSTAT,NO,,,20490,4826,,,132474,45075
,Bangladesh,,,,,,,,200,333
,India,,,,818,180,,,,
,Qatar,,,,472,177,,,,
,U.R.of Tanzania,,,,,,,,20,8
,United Kingdom,,,,19200,4469,,,132254,44735
90328910,TEMP CONT SWIT VEH-H-8703.2115,NO,,,,,,,30,10
,Bangladesh,,,,,,,,30,10
90328990,OTH AUTOMATIC CONT INSTUMENTS,NO,140,418,9573,26161,,,10000,29557
,Brazil,,,,6000,18166,,,10000,29557
,Iraq,,140,418,140,418,,,,
,U.S.America,,,,2540,6489,,,,
,Yemen,,,,893,1089,,,,
90329000,"PARTS,ACCE OF ARTICLE H- 90.32",KG,,,5221,3285,,,18463,7920
,Argentina,,,,,,,,1850,1808
,Chile,,,,167,65,,,,
,Italy,,,,1337,1668,,,,
,Kuwait,,,,263,101,,,,
,Saudi Arabia,,,,,,,,12113,4913
,Uganda,,,,894,446,,,,
,United Arab Emirates,,,,60,30,,,,
,United Kingdom,,,,2500,975,,,4500,1199
90330090,O-PARTS ACCE(NES)MACH CHAP-90,KG,,,5118,1709,,,325,135
,Germany,,,,4429,1545,,,325,135
,Japan,,,,597,125,,,,
,United Arab Emirates,,,,34,18,,,,
,United Kingdom,,,,58,20,,,,
91019100,OTH. POCKET-WATCH ELE OPERATED,NO,,,25,12,,,,
,South Africa,,,,25,12,,,,
91019900,O-WATCHES INCL STOP WATCHES,NO,119,100,119,100,,,,
,Kenya,,119,100,119,100,,,,
91021900,O-W-WATCH W/N INCOR STOP WATCH,NO,,,,,,,2985,207
,United Kingdom,,,,,,,,2985,207
91051900,"OTHER, ALARAM CLOCK",NO,7,68,100,123,,,4354,812
,Afghanistan,,,,,,,,3000,415
,Somalia,,5,63,5,63,,,,
,U.S.America,,2,5,2,5,,,,
,United Arab Emirates,,,,68,7,,,710,224
,United Kingdom,,,,25,49,,,644,174
91052100,"WALL CLOCK,ELECTRICALLY OPERAT",NO,,,,,,,300,89
,Mozambique,,,,,,,,300,89
91052900,OTHER WALL CLOCKS,NO,,,3940,564,,,8562,1513
,Afghanistan,,,,3640,491,,,4494,471
,Mozambique,,,,20,42,,,149,52
,Saudi Arabia,,,,,,,,3358,724
,South Africa,,,,200,20,,,451,225
,South Sudan,,,,30,6,,,,
,United Kingdom,,,,,,,,60,40
,Yemen,,,,50,5,,,,
91059900,OTHER CLOCKS,NO,,,16,2,,,220,105
,Afghanistan,,,,,,,,220,105
,United Kingdom,,,,16,2,,,,
91070000,TIME SWITCHES WITH CLOCK/WATCH,NO,,,2140,448,,,,
,Afghanistan,,,,140,31,,,,
,Mozambique,,,,2000,417,,,,
91109000,"OTH,COMP MOVE WATCH/CLOCK UN-A",KG,,,,,,,5000,1334
,United Arab Emirates,,,,,,,,5000,1334
91139000,"OTH,WATCH STRAPS,BANDS PART",KG,,,300,31,,,,
,U.S.America,,,,300,31,,,,
92029000,"OTH,STRING MUSICAL INSTRUMENTS",NO,180,602,1969,8213,,,2429,6200
,Australia,,,,136,753,,,,
,Canada,,,,4,19,,,294,451
,China,,,,10,31,,,,
,France,,,,29,133,,,,
,Germany,,180,602,215,784,,,215,645
,Indonesia,,,,13,52,,,,
,Ireland,,,,,,,,103,149
,Italy,,,,1,2,,,,
,Jordan,,,,228,1004,,,,
,Malaysia,,,,40,150,,,,
,Netherlands,,,,,,,,214,236
,Saudi Arabia,,,,,,,,55,89
,Slovakia/Slovak R.,,,,,,,,80,406
,Spain,,,,24,90,,,,
,Thailand,,,,150,378,,,,
,U.S.America,,,,1119,4818,,,178,311
,United Kingdom,,,,,,,,1290,3915
92051000,BRASS-WIND INSTRUMENTS,NO,19613,10512,106970,52916,11045,3278,101134,55585
,Australia,,,,99,20,,,,
,Bahrain,,,,207,129,,,,
,Belgium,,,,,,,,634,441
,Canada,,,,740,259,,,,
,Cyprus,,,,783,588,,,,
,France,,9282,4937,31220,12876,9730,2776,32616,11801
,Germany,,684,383,11969,5744,,,1214,1131
,Ireland,,,,,,,,3865,2010
,Italy,,,,777,404,100,37,100,37
,Kenya,,,,,,,,104,130
,Kuwait,,,,1228,308,,,,
,Latvia,,,,285,125,105,64,105,64
,Netherlands,,,,418,259,,,2350,1751
,Oman,,,,,,,,1092,950
,Poland,,,,743,576,,,,
,Puerto Rico,,,,8756,5100,,,,
,Saudi Arabia,,357,183,357,183,,,,
,Serbia,,,,490,110,,,,
,Spain,,,,,,,,1412,1136
,Sweden,,,,1025,360,,,,
,Thailand,,,,,,,,279,126
,U.S.America,,,,3222,2846,,,37450,24877
,United Arab Emirates,,,,1168,566,,,,
,United Kingdom,,9290,5008,43483,22461,1110,401,19913,11130
92059000,"OTH,WIND MISICAL INTRUMENTS,NS",NO,1402,3613,25570,46336,7662,7622,33870,72756
,Australia,,,,448,997,,,326,1171
,Belgium,,,,280,1353,,,,
,China,,177,319,424,795,,,,
,France,,,,118,446,,,1463,3386
,Germany,,585,1048,4731,8206,2709,2638,7106,19664
,Hong Kong S.A.Re.Chi,,,,,,,,140,263
,Hungary,,,,,,,,26,166
,Ireland,,640,2247,2633,6639,,,2513,4394
,Italy,,,,,,,,147,1111
,Japan,,,,820,965,,,1740,3613
,Kazakstan,,,,,,,,200,727
,"Korea, Republic of",,,,37,246,,,34,85
,Netherlands,,,,310,2078,,,,
,New Zealand,,,,32,104,,,,
,Senegal,,,,,,,,13,49
,Serbia,,,,220,261,,,,
,Slovakia/Slovak R.,,,,92,340,,,,
,Spain,,,,753,1384,,,,
,U.S.America,,,,13713,20583,4953,4985,11556,20527
,United Kingdom,,,,959,1939,,,8606,17601
92060000,PERCUSSION MUSICAL INSTRUMENTS,NO,2342,5687,29047,42957,,,37811,45180
,Canada,,,,100,170,,,,
,Cyprus,,95,229,95,229,,,,
,Denmark,,,,577,430,,,,
,France,,,,1000,2647,,,4106,5490
,Germany,,,,3058,5901,,,1475,3877
,Greece,,,,1173,1459,,,1071,993
,Ireland,,35,84,273,432,,,,
,Italy,,,,145,170,,,1454,432
,Malaysia,,,,120,351,,,,
,Maldives,,,,15,39,,,,
,Myanmar,,,,100,279,,,,
,Netherlands,,,,710,1558,,,1783,4624
,Portugal,,,,40,104,,,,
,Singapore,,,,,,,,398,767
,South Africa,,,,450,697,,,,
,Spain,,,,220,837,,,100,97
,Sweden,,,,,,,,110,329
,Thailand,,,,225,888,,,799,1054
,U.S.America,,1929,4697,17562,22254,,,21374,15706
,United Kingdom,,283,677,3184,4512,,,5141,11809
92079000,"OTH,MUSICAL INSTRUMENTS",NO,4,28,417,7505,52,96,74,919
,Australia,,,,7,223,,,3,42
,Germany,,,,170,5052,,,,
,Hong Kong S.A.Re.Chi,,,,,,52,96,52,96
,Italy,,,,,,,,19,781
,Japan,,,,1,64,,,,
,"Korea, Republic of",,,,5,199,,,,
,Malaysia,,4,28,4,28,,,,
,Singapore,,,,172,1339,,,,
,South Africa,,,,24,279,,,,
,Turkey,,,,2,72,,,,
,U.S.America,,,,32,249,,,,
92081000,MUSICAL BOXES,NO,26,21,1054,1454,1000,144,1012,167
,Canada,,,,,,,,12,23
,Germany,,26,21,169,303,,,,
,Latvia,,,,885,1151,1000,144,1000,144
92089000,"OTH;MECHANICAL STRET ORGAN,INS",NO,,,6397,9161,,,3896,6310
,Algeria,,,,,,,,98,250
,Australia,,,,,,,,80,111
,Canada,,,,163,301,,,,
,Cyprus,,,,100,100,,,,
,France,,,,2361,2947,,,1206,966
,Germany,,,,1102,1581,,,300,587
,Greece,,,,,,,,128,409
,Hungary,,,,,,,,60,138
,India,,,,44,156,,,,
,Italy,,,,17,21,,,,
,Latvia,,,,70,112,,,,
,Maldives,,,,,,,,100,152
,Netherlands,,,,326,873,,,,
,New Zealand,,,,27,149,,,,
,Oman,,,,,,,,3,16
,Qatar,,,,,,,,2,3
,Saudi Arabia,,,,,,,,452,506
,Spain,,,,,,,,150,333
,U.S.America,,,,2187,2920,,,518,923
,United Kingdom,,,,,,,,799,1914
92093000,MUSICAL INSTRUMENT STRINGS,NO,3042,8702,26296,79476,911,2808,45428,88790
,Australia,,,,36,413,53,219,992,4571
,Bahrain,,,,,,,,150,622
,Canada,,,,658,1504,,,145,547
,China,,24,94,82,275,34,176,406,1803
,Costa Rica,,,,,,,,300,370
,Fiji,,,,,,,,8,51
,France,,,,860,3715,,,351,1630
,Germany,,27,98,1508,4903,107,459,3050,7658
,Hong Kong S.A.Re.Chi,,,,50,261,,,8,120
,Hungary,,50,152,120,424,,,,
,India,,,,,,,,46,286
,Ireland,,368,1061,562,1876,,,250,632
,Italy,,,,1907,2952,,,449,1414
,Japan,,,,12,171,,,184,600
,Jordan,,,,580,1105,,,77,346
,Kuwait,,,,30,96,102,469,1037,587
,Malaysia,,107,310,125,368,,,7,33
,Maldives,,,,24,190,,,350,1552
,Mexico,,,,,,,,12,84
,Netherlands,,,,,,,,454,684
,New Zealand,,,,4,52,,,150,568
,O.Asia(Tai.For.Pe.Ki,,,,1,21,,,125,562
,Oman,,,,435,1275,,,20,135
,Puerto Rico,,,,70,210,,,28,117
,Qatar,,,,,,,,120,407
,Saudi Arabia,,,,1151,4022,,,1020,3188
,Singapore,,,,,,,,44,197
,South Africa,,,,80,280,,,50,343
,Spain,,,,70,364,,,400,1244
,Switzerland,,69,174,99,416,,,32,223
,Thailand,,,,762,2335,,,265,776
,Turkey,,,,,,,,56,250
,U.S.America,,830,2403,7087,18958,615,1485,14625,21286
,United Arab Emirates,,,,,,,,32,309
,United Kingdom,,1567,4409,9983,33291,,,20185,35595
92099100,OTH  PARTS & ACCE FOR PIANOS.,KG,,,495,294,,,20031,10427
,Bahrain,,,,,,,,412,263
,China,,,,,,,,215,94
,France,,,,,,,,306,196
,Germany,,,,,,,,1093,518
,Hong Kong S.A.Re.Chi,,,,,,,,424,267
,Japan,,,,,,,,192,105
,O.Asia(Tai.For.Pe.Ki,,,,,,,,400,228
,Saudi Arabia,,,,,,,,3326,2208
,South Africa,,,,,,,,557,345
,U.S.America,,,,,,,,5097,3823
,United Kingdom,,,,495,294,,,8009,2380
92099200,PARTS&ACCE MUSICAL INS H-92.02,KG,741,378,41962,20784,,,30146,23186
,Afghanistan,,,,7095,2909,,,,
,Bahrain,,,,4,2,,,250,54
,Belgium,,,,,,,,160,37
,Canada,,,,590,376,,,,
,Cyprus,,,,,,,,261,111
,France,,741,378,1830,961,,,,
,Germany,,,,1117,723,,,235,103
,Hong Kong S.A.Re.Chi,,,,,,,,330,73
,Ireland,,,,2619,1506,,,1891,927
,Italy,,,,,,,,1342,1341
,Japan,,,,600,596,,,55,44
,Jordan,,,,,,,,570,424
,Kuwait,,,,,,,,1222,583
,Maldives,,,,,,,,150,108
,Netherlands,,,,,,,,1003,676
,Oman,,,,1713,922,,,,
,Puerto Rico,,,,,,,,10369,7761
,Saudi Arabia,,,,4563,2388,,,660,812
,Thailand,,,,2443,1152,,,,
,Turkey,,,,,,,,43,104
,U.S.America,,,,12042,5872,,,5030,4142
,United Kingdom,,,,7246,3311,,,6575,5885
,"Venezuela,Bolivar. R",,,,100,66,,,,
92099400,PARTS&ACCE  MUSICAL INS H92.07,KG,,,133,166,,,72580,33721
