HSCODE,COMMODITY / COUNTRY,UNIT,JUNE,Unnamed: 4,CUMULATIVE FROM JULY,Unnamed: 6,JUNE.1,Unnamed: 8,CUMULATIVE FROM JULY.1,Unnamed: 10
,,,QUANTITY,VALUE,QUANTITY,VALUE,QUANTITY,VALUE,QUANTIT,VALUE
87089920,"PARTS OF VEH H-87021090,9090",KG,,,299,275,,,664,281
,Egypt(U.A.R.),,,,149,203,,,,
,Kuwait,,,,150,72,,,,
,Turkey,,,,,,,,570,222
,United Arab Emirates,,,,,,,,94,59
87089930,COMPONENTS MOTOR CAR H-8703,KG,1350,602,1636,742,,,261,145
,Japan,,1350,602,1350,602,,,,
,Spain,,,,,,,,261,145
,United Kingdom,,,,210,97,,,,
,Viet Nam,,,,76,43,,,,
87089940,"COMPONENTS VH-87042190,3190",KG,3300,2145,58219,37999,2750,2535,4753,3310
,France,,,,660,403,,,,
,Germany,,,,,,,,1950,756
,Saudi Arabia,,,,,,,,53,19
,Spain,,3300,2145,36244,24559,2750,2535,2750,2535
,Turkey,,,,300,222,,,,
,U.S.America,,,,4857,1651,,,,
,Viet Nam,,,,16158,11164,,,,
87089950,"COMPONEN VH-87042219,2290,2390",KG,,,26294,10898,,,,
,Germany,,,,14322,6115,,,,
,Italy,,,,11972,4783,,,,
87089990,OTH PARTS& ACCE OF MOTOR VEHIC,KG,201765,67000,1651871,622529,577584,236567,2425773,940581
,Afghanistan,,896,233,7977,3120,489315,202700,494454,205079
,Australia,,2229,762,3059,1114,,,3730,1313
,Austria,,297,273,297,273,,,,
,Bahrain,,,,439,290,,,2102,696
,Bangladesh,,26291,5380,77778,28661,726,472,29682,13056
,Belgium,,,,23027,10371,,,14598,4890
,Bolivia,,,,,,,,85,73
,Botswana,,130,52,2168,1686,,,200,144
,Brazil,,3430,2298,9685,5082,,,3138,1396
,Chile,,,,,,,,19285,6202
,China,,,,6600,2495,,,,
,Czech Republic,,,,,,,,300,277
,Egypt(U.A.R.),,,,,,,,12377,6459
,France,,6050,2079,22561,9028,95,50,36487,10098
,Germany,,4470,1447,29695,12097,,,43518,18276
,Ghana,,,,1400,447,,,3864,2319
,Greece,,,,,,53,31,53,31
,Guinea,,,,,,50,47,50,47
,Guyana,,,,1300,398,,,890,312
,India,,,,,,,,5699,2753
,Iraq,,,,990,431,,,,
,Ireland,,,,3090,1317,,,6177,2550
,Italy,,460,216,34780,15458,1838,660,104512,25936
,Japan,,,,19350,9856,,,737,350
,Jordan,,,,,,,,200,136
,Kenya,,100,30,1273,1053,34,19,13769,8242
,"Korea, Republic of",,,,21934,8830,,,3870,1668
,Kuwait,,201,110,424,264,,,799,600
,Liberia,,,,600,525,,,,
,Madagascar,,,,2400,418,,,1200,452
,Malaysia,,,,5383,2718,,,513,313
,Malta,,,,170,52,,,,
,Mexico,,,,1489,636,,,14564,4655
,Netherlands,,,,19654,8699,,,7667,2135
,Nigeria,,2240,2815,2340,2982,41,29,35277,16981
,Norway,,,,,,,,5133,2286
,Oman,,,,3351,1654,,,1000,633
,Poland,,,,,,,,1849,885
,Qatar,,,,3359,1569,,,,
,Romania,,13751,4949,23751,9986,,,18668,8758
,Saudi Arabia,,,,8767,4037,,,9244,2935
,Senegal,,,,,,,,1004,568
,Singapore,,,,130,191,162,99,162,99
,South Africa,,3844,1692,14235,6017,,,29306,10562
,South Sudan,,178,105,34909,13216,,,,
,Spain,,23740,7787,286499,98459,12618,4844,290570,103025
,Sri Lanka,,,,17319,6593,,,35807,11231
,Sudan,,,,,,,,21873,12502
,Thailand,,,,650,312,435,175,5085,1833
,Tunisia,,,,640,272,,,7500,2351
,Turkey,,,,47758,26811,617,292,66351,39365
,U.R.of Tanzania,,3,3,10577,4613,215,128,35523,18146
,U.S.America,,92816,28079,477540,148003,44744,14330,401985,133181
,Uganda,,,,,,,,200,207
,United Arab Emirates,,8609,3788,107717,43955,5771,2545,129238,44439
,United Kingdom,,12030,4902,308318,126208,20870,10147,496526,206543
,"Venezuela,Bolivar. R",,,,1510,921,,,,
,Zambia,,,,,,,,134,52
,Zimbabwe,,,,4978,1409,,,8818,3542
87091900,OTH WORK TRUCK SELF PRO N-FITT,NO,2,1045,2,1045,,,,
,Qatar,,2,1045,2,1045,,,,
87099000,"PARTS,H-NO.87.09 OF WORK TRUCK",KG,200,84,46624,18178,19626,6089,91211,34545
,Afghanistan,,200,84,27090,9776,9486,3056,46635,16165
,Australia,,,,,,,,3560,1039
,France,,,,650,235,,,,
,Ghana,,,,8232,4163,,,9080,5070
,Kenya,,,,,,,,710,164
,Mozambique,,,,3000,1044,,,,
,Nigeria,,,,,,,,3280,1758
,Qatar,,,,,,,,300,156
,Saudi Arabia,,,,50,23,,,,
,Somalia,,,,,,,,900,273
,South Sudan,,,,627,309,,,,
,Sudan,,,,,,,,810,359
,U.R.of Tanzania,,,,4000,1305,,,3500,1061
,U.S.America,,,,,,10140,3033,10493,3218
,United Arab Emirates,,,,2975,1324,,,7621,3737
,United Kingdom,,,,,,,,4322,1544
87100090,"TANKS,OTH ARMOUD FITGHING VEH",NO,,,1,11,,,,
,Senegal,,,,1,11,,,,
87111090,OTH M.CYCLE NOT EXCEEDING 50CC,NO,3,126,4,189,,,13,522
,Italy,,3,126,3,126,,,,
,O.Asia(Tai.For.Pe.Ki,,,,,,,,5,158
,Sri Lanka,,,,,,,,8,364
,United Arab Emirates,,,,1,64,,,,
87112090,OTH MOTORCYCLE CYL 50-250CC,NO,518,32546,7702,462339,574,41949,6167,358205
,Afghanistan,,518,32546,5699,356933,574,41949,4878,291194
,Austria,,,,1,31,,,1,49
,Bangladesh,,,,1950,101696,,,1200,62224
,Belgium,,,,2,63,,,4,126
,Germany,,,,7,1106,,,10,597
,Hungary,,,,,,,,1,32
,Ireland,,,,1,31,,,,
,Italy,,,,,,,,3,104
,Japan,,,,,,,,2,290
,Malaysia,,,,3,125,,,,
,O.Asia(Tai.For.Pe.Ki,,,,,,,,1,62
,Oman,,,,12,282,,,,
,Switzerland,,,,4,151,,,11,699
,U.R.of Tanzania,,,,,,,,1,65
,U.S.America,,,,1,25,,,8,467
,Uganda,,,,,,,,3,160
,United Arab Emirates,,,,,,,,16,865
,United Kingdom,,,,22,1896,,,28,1271
87113010,COMP M-CYCLE CYL-250-500CC-AKF,NO,,,1,115,,,2000,284
,Austria,,,,1,115,,,,
,United Kingdom,,,,,,,,2000,284
87113020,MOTORBIKE RIKSHAWS IN CBU,NO,,,,,,,22,2763
,Afghanistan,,,,,,,,22,2763
87113090,"OTH M-CYCLES,OF A CY-250-500CC",NO,8,387,46,2993,,,68,9238
,Afghanistan,,,,,,,,60,7156
,Germany,,2,84,2,84,,,,
,Malawi,,,,28,2086,,,,
,New Zealand,,,,10,520,,,,
,Qatar,,,,,,,,8,2082
,U.S.America,,1,52,1,52,,,,
,United Kingdom,,5,251,5,251,,,,
87114090,OTH MOTORECYCLE CYL-500-800CC,NO,,,,,,,2,1158
,Tajikistan,,,,,,,,2,1158
87120000,"BICYCLES,OTH DELIVERY TRICYCL",NO,,,24,94,4,19,166,903
,Afghanistan,,,,15,31,,,,
,Kenya,,,,,,4,19,4,19
,Mauritius,,,,,,,,3,21
,Mozambique,,,,,,,,60,122
,Oman,,,,9,63,,,,
,South Africa,,,,,,,,3,11
,U.R.of Tanzania,,,,,,,,66,417
,United Arab Emirates,,,,,,,,30,313
87131000,INVALID CARRIAG NOT MECH PROPL,NO,,,,,,,5,21
,United Arab Emirates,,,,,,,,5,21
87141020,COMPPONNENT FOR VEHICLE-H-8711,KG,,,2606,2385,8568,3641,17714,7948
,Afghanistan,,,,,,,,2580,1239
,Bangladesh,,,,,,,,703,439
,Italy,,,,150,56,,,,
,Japan,,,,12,9,,,4441,1967
,Oman,,,,,,,,70,27
,Sri Lanka,,,,,,,,112,98
,U.S.America,,,,2429,2296,8568,3641,9478,4081
,United Kingdom,,,,15,25,,,330,96
87141090,OTH PART ACC VEH H-87.11-87-13,KG,19823,7700,65392,26296,581,282,66198,25950
,Afghanistan,,,,5805,1450,,,678,261
,Bangladesh,,19110,7385,39091,17585,,,45024,17479
,Indonesia,,,,,,,,18,6
,Italy,,,,,,,,1,1
,Japan,,,,100,50,,,1993,142
,Malawi,,,,255,150,,,,
,Mauritius,,,,1000,542,,,60,499
,Oman,,388,233,1420,871,581,282,671,322
,Qatar,,,,,,,,2680,1123
,Saudi Arabia,,,,292,173,,,3015,1343
,Sri Lanka,,,,550,253,,,,
,U.R.of Tanzania,,,,5,2,,,,
,U.S.America,,325,82,496,195,,,1700,669
,Uganda,,,,11453,3332,,,8894,3359
,United Arab Emirates,,,,4535,1508,,,1464,746
,United Kingdom,,,,390,185,,,,
87149100,"FRAMES,FORKS & PARTS THEREOF",KG,,,,,,,86,94
,Bangladesh,,,,,,,,86,94
87149200,WHEEL RIMS AND SPOKES,KG,,,130,38,,,3352,1001
,Bangladesh,,,,80,31,,,,
,Oman,,,,50,6,,,2342,591
,Saudi Arabia,,,,,,,,1010,410
87149390,OTH FREE WHEEL SPROCK BICYCLE,KG,1370,367,1370,367,,,28004,2575
,Sudan,,,,,,,,131,27
,United Arab Emirates,,1370,367,1370,367,,,27873,2548
87149900,"OTHER,PARTS AND ACCESSORIES",KG,4919,2749,37954,19999,6036,2402,62705,28709
,Afghanistan,,,,261,67,88,26,88,26
,Bangladesh,,,,1014,487,,,,
,Greece,,200,261,200,261,,,,
,Japan,,,,5,3,,,272,100
,"Korea, Republic of",,,,,,,,2149,640
,Madagascar,,300,297,3081,1444,735,243,6955,1406
,O.Asia(Tai.For.Pe.Ki,,,,,,,,79,31
,Oman,,,,,,,,83,42
,Saudi Arabia,,,,,,,,27891,14630
,Spain,,,,90,65,,,,
,Sri Lanka,,,,1799,687,,,1050,364
,U.S.America,,4419,2191,28492,15489,5213,2133,21202,9803
,United Arab Emirates,,,,3000,1490,,,,
,United Kingdom,,,,12,5,,,2936,1667
87150000,BABY CARRIAGES & PARTS THEREOF,KG,,,,,,,9623,6947
,Afghanistan,,,,,,,,862,443
,U.S.America,,,,,,,,8761,6505
87161090,OTH TRAILER/S-TRAILER CRV TYPE,NO,,,12060,3304,,,,
,South Africa,,,,12060,3304,,,,
87162090,OTH SELF-LOADING/UN-AG-TRAILER,NO,,,,,,,21,5898
,Botswana,,,,,,,,2,456
,Kenya,,,,,,,,6,2348
,U.R.of Tanzania,,,,,,,,10,2084
,Uganda,,,,,,,,2,831
,United Arab Emirates,,,,,,,,1,178
87163190,OTH TANKER TRAILERS&S-TRALIER,NO,,,,,,,3,929
,Mozambique,,,,,,,,2,311
,Uganda,,,,,,,,1,619
87164010,COMPO OTH TRAIL/SE-TRAILER-AKF,NO,,,25,5614,,,10,2295
,Kenya,,,,25,5614,,,10,2295
87168090,OTHER VEH NOT MANHNICALLT PROP,NO,,,1,63,,,20,131
,Kuwait,,,,,,,,20,131
,Malawi,,,,1,63,,,,
87169000,"PARTS,TRAILER SEMI-TRAI H87.16",KG,,,956,250,,,879,397
,Afghanistan,,,,956,250,,,,
,Iran ( Islamic R.),,,,,,,,594,261
,Kuwait,,,,,,,,35,13
,United Arab Emirates,,,,,,,,250,123
88031000,"PROPELLERS,ROTORS & PATS THROF",KG,,,9,28,,,,
,Germany,,,,9,28,,,,
88033000,OTH PARTS OF AEROPLANE/HELICOP,KG,,,,,,,102,326
,U.S.America,,,,,,,,102,326
88039000,OTH PARTS OF H-88.01 OR 88.02,KG,,,616,397,,,2246,4400
,Greece,,,,616,397,,,,
,U.S.America,,,,,,,,2246,4400
88051000,"AIRCRA LAUN GEAR,DECK ARRESTOR",NO,,,,,,,15,1005
,U.S.America,,,,,,,,15,1005
89011000,"CRUISE SHIPS,BOATS FOR PERSONS",NO,,,3,104,,,,
,Greece,,,,3,104,,,,
89019000,OTH VESSELS FOR PERSONS/GOODS,NO,2,59241,4,185145,,,4,89954
,Iran ( Islamic R.),,1,30044,2,58200,,,,
,United Arab Emirates,,1,29198,2,126944,,,4,89954
89039100,"SAILBOATS,WITH/W-OUT AUX-MOTOR",NO,,,,,,,3,315
,Greece,,,,,,,,3,315
89079000,"PARTS OF SHIPS,BOATS & VESSELS",NO,,,,,,,5,508
,Greece,,,,,,,,5,508
89080000,VESSELS&F-STRU FOR BREAKING UP,NO,,,6,1317,,,112,2008
,"Korea, Republic of",,,,1,188,,,,
,Lebanon,,,,,,,,16,1559
,Singapore,,,,1,157,,,63,293
,Thailand,,,,,,,,33,156
,United Arab Emirates,,,,4,973,,,,
90011000,"OPTICAL FIB,OPTI FIB BUNDLES",KG,,,635,345,80,30,568,242
,Guinea,,,,60,27,,,,
,Philippines,,,,575,318,,,,
,United Arab Emirates,,,,,,80,30,568,242
90013000,CONTACT LENSES.,NO,167,48,167,48,,,,
,South Africa,,167,48,167,48,,,,
90019000,"OTH LENSES, PRISMS, MIRRORS",NO,108,115,108,115,,,420,85
,Somalia,,108,115,108,115,,,,
,U.S.America,,,,,,,,,2
,United Arab Emirates,,,,,,,,420,83
90021900,OTHER OBJECTIVE LENSES.,NO,,,1826,965,,,576,174
,Libya,,,,256,85,,,,
,Singapore,,,,257,79,,,424,132
,Somalia,,,,793,516,,,,
,Thailand,,,,520,285,,,152,42
90029000,"OTH,MOUNTED OPTICAL ELEMENTS",NO,110,85,350,135,,,,
,South Sudan,,110,85,350,135,,,,
90031100,"FRAMS,MOUNTINGS OF PLASTICS",NO,,,3191,983,,,,
,Germany,,,,1200,379,,,,
,South Sudan,,,,1326,313,,,,
,U.S.America,,,,635,277,,,,
,United Arab Emirates,,,,30,14,,,,
90031900,"FRAM,MOUNTING OF OTH MATERIAL",NO,,,1408,268,,,,
,South Sudan,,,,1408,268,,,,
90039000,PART FOR FRAMES&MOUNT SPECATLE,KG,,,810,128,,,60,27
,United Arab Emirates,,,,810,128,,,60,27
90041000,"SPECTACLES,GOGGLES SUNGLASSES",NO,10,6,818,129,,,143,107
,Kenya,,10,6,10,6,,,,
,Niger,,,,,,,,25,31
,South Sudan,,,,366,76,,,,
,U.R.of Tanzania,,,,,,,,50,8
,United Kingdom,,,,442,47,,,68,68
90049000,"OTH SPECT,GOGGLE&THE LIKE CORR",NO,60,22,1184,571,,,440,121
,Niger,,,,,,,,40,25
,Saudi Arabia,,,,958,479,,,,
,South Africa,,,,166,69,,,,
,United Arab Emirates,,60,22,60,22,,,,
,United Kingdom,,,,,,,,400,96
90058000,OTH ASTRONOMICAL INSTRUMENTS,NO,,,1,20,,,,
,United Kingdom,,,,1,20,,,,
90059000,PARTS/ACCESSORIE OF BINOCULARS,KG,,,1106,278,,,,
,Oman,,,,1000,251,,,,
,United Arab Emirates,,,,106,26,,,,
90066100,DISCHARGE LAM FLASHLIGHT APPAR,NO,,,,,,,1830,292
,United Arab Emirates,,,,,,,,1830,292
90066900,OTH PH-GRAPHIC FLASHLIGHT APPA,NO,,,,,,,52,22
,United Kingdom,,,,,,,,52,22
90069100,"PARTS,ACCE PHOTOGRAPHIC CAMERA",KG,,,5,16,,,,
,U.S.America,,,,5,16,,,,
90089000,PARTS/ACCE OF IMAGE PROJECTORS,KG,,,,,,,812,256
,Libya,,,,,,,,18,7
,O.Asia(Tai.For.Pe.Ki,,,,,,,,607,188
,Qatar,,,,,,,,30,14
,Singapore,,,,,,,,157,47
90109000,PART ACCE OF APP/EUIP H-90.10,KG,,,2000,679,,,,
,Saudi Arabia,,,,2000,679,,,,
90118000,OTHER MICROSCOPES,NO,,,,,,,1,145
,Saudi Arabia,,,,,,,,1,145
90132000,LASERS OTHER THAN LASER DIODS,NO,,,,,,,23,958
,Saudi Arabia,,,,,,,,23,958
90138000,OTH DEVICES APPLI&INSTRUMENTS,NO,17,1440,17,1440,,,,
,Saudi Arabia,,17,1440,17,1440,,,,
90141000,DIRECTION FINDING COMPASSES,NO,,,27,1620,,,1515,3508
,Denmark,,,,,,,,6,417
,South Africa,,,,,,,,7,481
,United Arab Emirates,,,,27,1620,,,1502,2609
90153000,SURVEYING LEVELS,NO,,,,,,,61,442
,Sudan,,,,,,,,61,442
90158000,OTH INS AND APPLIANC-SURVEYING,NO,,,2,33,,,,
,United Kingdom,,,,2,33,,,,
90159000,PARTS&ACCE OF SURVEYING INSTRU,KG,100,37,100,37,,,800,205
,Germany,,,,,,,,800,205
,Somalia,,100,37,100,37,,,,
90172000,O-DRAWING MARK/MATH CALC INSTR,NO,,,914,64,,,,
,Djibouti,,,,50,13,,,,
,Yemen,,,,864,51,,,,
90173010,MICROMETERS,NO,,,4,7,,,,
,Kenya,,,,4,7,,,,
90178090,OTH INS FOR MEASURING LENGTH,NO,10,37,358,711,,,1510,312
,Austria,,,,340,275,,,1300,244
,Djibouti,,,,8,399,,,,
,India,,10,37,10,37,,,,
,Kenya,,,,,,,,10,42
,United Arab Emirates,,,,,,,,200,26
90179000,PARTS/ACCE OF MEASURING INSTRU,KG,,,75,21,,,,
,Kuwait,,,,75,21,,,,
90181100,ELECTRO-CARDIOGRAPHS,NO,,,,,,,1,152
,Kenya,,,,,,,,1,152
90181200,ULTRASONIC SCANNING APPARATUS,NO,,,,,,,1,203
,Kenya,,,,,,,,1,203
90181900,OTH ELECTRO-DIAGNOSTIC APPARAT,NO,,,46,2810,,,42,561
,Afghanistan,,,,26,1405,,,,
,Colombia,,,,,,,,32,82
,Ethiopia,,,,20,1405,,,,
,Mongolia,,,,,,,,10,479
90183110,SYRINGES WITH NEEDLES,NO,,,900,19,160,25,5115,225
,Somalia,,,,900,19,160,25,4580,119
,U.S.America,,,,,,,,535,106
90183120,SYRINGES WITHOUT NEEDLES,NO,,,15533,233,,,402000,3414
,India,,,,,,,,24000,156
,Kuwait,,,,15533,233,,,,
,United Arab Emirates,,,,,,,,378000,3258
90183200,TUBULAR METAL NEEDLE/NEDL SUTU,NO,,,10000,397,,,6800,413
,Hong Kong S.A.Re.Chi,,,,10000,397,,,600,255
,Somalia,,,,,,,,6200,158
90183910,DEXT/SA INFU SET W-N-TOXIC BAG,NO,,,300,31,,,,
,Afghanistan,,,,300,31,,,,
90183920,DEXTRO&SALINE INFUS GIVING SET,NO,,,,,,,109,18
,Niger,,,,,,,,109,18
90183990,"OTH NEDLES,CATHERS,CANNULA ETC",NO,,,33641,1680,,,10,9
,Afghanistan,,,,1441,58,,,,
,Mozambique,,,,,,,,10,9
,Netherlands,,,,23200,1456,,,,
,Portugal,,,,1000,82,,,,
,Singapore,,,,8000,84,,,,
90184900,"OTH;INS/APPLI, DENTAL SCIENCE",NO,,,5903916,1149849,974608,184689,9608138,1996677
,Albania,,,,338,211,,,1753,385
,Algeria,,,,13792,2622,,,152667,45935
,Argentina,,,,,,26251,2574,67477,12078
,Armenia,,,,692,428,3836,1044,5765,1482
,Australia,,,,17145,5447,,,36685,10710
,Austria,,,,2050,359,,,5078,983
,Bahrain,,,,,,,,592,171
,Bangladesh,,,,17194,2920,10130,1333,43920,7292
,Belarus,,,,2800,1318,,,63250,12640
,Belgium,,,,41909,5951,13766,1976,51607,8546
,Bolivia,,,,,,,,32142,5947
,Brazil,,,,185811,28047,25907,3383,595907,114730
,Bulgaria,,,,10182,1502,9290,2323,16758,3533
,Canada,,,,22865,3851,1988,623,45021,7203
,Chile,,,,165219,32690,30166,4248,273194,48136
,China,,,,606485,62745,47189,6907,199735,34235
,Colombia,,,,22237,9386,,,130750,27433
,Croatia,,,,4092,1022,,,7228,1725
,Cuba,,,,,,950,816,950,816
,Cyprus,,,,3049,626,,,,
,Czech Republic,,,,2461,360,,,1119,521
,Denmark,,,,9320,4974,387,151,19835,4952
,Dominica,,,,,,,,11811,1858
,Ecuador,,,,22389,4406,,,40780,4570
,Egypt(U.A.R.),,,,25381,6221,57694,8662,99725,20033
,El Salvador,,,,,,,,16593,2308
,Estonia,,,,48400,7940,,,28496,6149
,Finland,,,,7196,1736,,,25537,3665
,France,,,,40118,11145,5329,1155,177313,34732
,Georgia,,,,5465,1416,,,6584,1899
,Germany,,,,398360,110766,4402,2931,515039,132882
,Ghana,,,,,,350,97,350,97
,Greece,,,,1748,369,400,103,1045,201
,Guatemala,,,,10823,1182,6665,767,21186,3607
,Hong Kong S.A.Re.Chi,,,,31081,6761,2066,269,14536,4493
,Hungary,,,,6746,2522,1939,747,16489,4781
,India,,,,802847,183150,89698,22318,1120195,258765
,Indonesia,,,,,,,,3995,599
,Iran ( Islamic R.),,,,128335,18942,,,68100,9755
,Iraq,,,,9712,1772,,,14339,2194
,Ireland,,,,10258,1476,,,12136,5143
,Italy,,,,232820,79458,48231,15291,621911,183354
,Japan,,,,253671,73756,61613,18033,315362,105891
,Jordan,,,,9946,1008,1496,462,57479,8140
,Kenya,,,,2119,705,12695,1631,17703,2948
,"Korea, Republic of",,,,137496,35644,8093,1739,173714,30058
,Kuwait,,,,600,286,,,1151,301
,Latvia,,,,,,,,2482,479
,Lebanon,,,,38141,5992,,,13711,3787
,Libya,,,,,,,,12319,2219
,Lithuania,,,,1444,394,,,9303,2186
,Malaysia,,,,10517,1715,3612,825,7594,1841
,Mali,,,,,,,,1159,212
,Mauritania,,,,3740,1126,,,,
,Mexico,,,,432970,55964,20849,2000,493676,103963
,Morocco,,,,5852,1944,,,4316,1365
,Myanmar,,,,,,,,3822,1111
,Nepal,,,,1605,282,,,14530,2426
,Netherlands,,,,5141,1236,,,19942,4296
,New Zealand,,,,5454,4122,,,84311,20887
,Nigeria,,,,4151,879,467,250,16787,3267
,O.Asia(Tai.For.Pe.Ki,,,,33701,7965,23842,3916,76309,19158
,Panama,,,,24314,7948,,,15154,6182
,Paraguay,,,,70052,9788,,,32428,7315
,Peru,,,,81641,12618,74443,7636,290652,37163
,Philippines,,,,22813,2696,,,81010,10408
,Poland,,,,303079,38842,89429,12404,375670,51802
,Portugal,,,,21486,4275,,,36757,6478
,Qatar,,,,3694,939,,,,
,Republic of Moldova,,,,5702,1699,,,1411,288
,Romania,,,,82011,14643,7432,907,98032,16423
,Russian Federation,,,,54320,8122,2221,891,42472,8487
,San Marino,,,,,,,,5520,1005
,Saudi Arabia,,,,24479,8229,,,33685,11522
,Serbia,,,,4154,947,,,11483,2386
,Singapore,,,,41173,11296,1973,1032,61158,15058
,Somalia,,,,,,,,990,317
,South Africa,,,,5654,2002,741,180,6853,2170
,Spain,,,,22443,3647,1422,462,38903,9680
,Sri Lanka,,,,955,638,1566,235,1566,235
,Suriname,,,,,,,,236,105
,Sweden,,,,9395,1324,,,33261,5059
,Switzerland,,,,7784,1446,,,559,166
,Syrian Arab Republic,,,,210,75,,,,
,Thailand,,,,73497,26126,,,103334,37147
,Tunisia,,,,25760,4818,,,9384,2201
,Turkey,,,,265745,40289,142556,15901,376042,71384
,U.R.of Tanzania,,,,,,3397,1667,3397,1667
,U.S.America,,,,134092,37571,91129,28527,1194054,194865
,Uganda,,,,5005,902,,,3844,821
,Ukraine,,,,13114,2832,,,17326,2949
,United Arab Emirates,,,,65932,13045,14390,2436,118904,23144
,United Kingdom,,,,499331,69076,12567,4030,535840,98018
,Uruguay,,,,26439,6361,,,13930,3375
,"Venezuela,Bolivar. R",,,,,,,,2645,528
,Viet Nam,,,,153370,20852,12041,1810,168254,23216
,Zimbabwe,,,,404,61,,,121,38
90185000,"OTH,OPHTHALMIC INST&APPLIANCE",NO,,,20,104,,,20703,4816
,China,,,,,,,,20000,4464
,Germany,,,,,,,,700,344
,Nigeria,,,,,,,,3,9
,Somalia,,,,20,104,,,,
90189020,STETHOSCOPES,NO,,,,,,,4640,1577
,Bangladesh,,,,,,,,4362,1437
,Hong Kong S.A.Re.Chi,,,,,,,,202,105
,Lao People's D.R.,,,,,,,,76,36
90189030,SURGICAL SCISSORS,NO,19680,1301,2190227,146781,,,1933938,172868
,Argentina,,,,,,,,2000,261
,Australia,,,,17900,859,,,,
,Bangladesh,,,,204,19,,,250,10
,Belgium,,,,15000,831,,,29569,3234
,Brazil,,,,51119,4382,,,18600,4554
,Cambodia Fr.Kampuche,,,,3443,425,,,,
,Canada,,,,,,,,2500,273
,China,,,,44087,1718,,,11054,1006
,Czech Republic,,,,23210,2036,,,4000,950
,Denmark,,,,10000,983,,,126501,13431
,Estonia,,,,,,,,2600,521
,Finland,,,,58267,4077,,,2769,144
,France,,,,5470,474,,,75421,8170
,Germany,,,,64427,4912,,,596050,55318
,Hungary,,,,525,61,,,530,110
,India,,,,,,,,53195,3407
,Indonesia,,,,,,,,1000,172
,Ireland,,,,,,,,7880,618
,Italy,,10980,754,41399,3737,,,55507,3651
,Japan,,,,17499,1249,,,3000,409
,"Korea, Republic of",,,,20000,1047,,,,
,Kuwait,,,,,,,,4000,302
,Malaysia,,,,,,,,6948,625
,Mexico,,,,246673,22467,,,141973,13475
,Netherlands,,8700,547,42850,2024,,,78705,5197
,New Zealand,,,,1200,113,,,,
,Niger,,,,50,1,,,,
,Nigeria,,,,,,,,200,23
,O.Asia(Tai.For.Pe.Ki,,,,,,,,2406,236
,Philippines,,,,15476,1315,,,5000,449
,Poland,,,,12000,890,,,,
,Portugal,,,,,,,,13447,1254
,Puerto Rico,,,,2000,124,,,,
,Russian Federation,,,,,,,,5500,1031
,Saudi Arabia,,,,20025,470,,,32320,3181
,Singapore,,,,,,,,44197,2990
,Slovakia/Slovak R.,,,,,,,,1000,252
,South Africa,,,,,,,,14652,2086
,Spain,,,,29553,2409,,,71777,4866
,Sweden,,,,,,,,20997,2231
,Switzerland,,,,1659,250,,,29180,1968
,Thailand,,,,3700,192,,,,
,Turkey,,,,5000,332,,,9999,538
,U.S.America,,,,1394631,83856,,,228756,16829
,United Arab Emirates,,,,,,,,25381,4223
,United Kingdom,,,,4560,286,,,205074,14874
,Viet Nam,,,,38300,5239,,,,
90189040,SURGICAL KNIVES,NO,,,,,,,1073,122
,Saudi Arabia,,,,,,,,923,101
,Somalia,,,,,,,,150,21
90189090,"OTH INST,APP MEDICAL/SUR/VETEN",NO,7880694,3357122,156621675,34269970,15826019,2954047,220182636,35197535
,Afghanistan,,,,3849,1044,21411,13656,108574,29625
,Albania,,,,7454,2569,4015,547,15366,5160
,Algeria,,14000,10221,363290,108962,2493,3030,262215,98829
,Andorra,,,,,,,,721,364
,Angola,,,,,,,,232,194
,Argentina,,5500,10548,531475,129750,47303,9999,801516,146701
,Armenia,,165,116,12975,2347,,,5310,2476
,Aruba,,134,71,134,71,,,,
,Australia,,84307,63037,4557671,783082,382816,87773,5455496,716015
,Austria,,10279,7784,521406,120838,27691,4611,646977,138676
,Azerbaijan,,1300,898,1300,898,,,7186,1080
,Bahrain,,22000,13194,62664,34958,12922,6492,42364,18838
,Bangladesh,,,,425528,76995,72449,9244,826580,113777
,Belarus,,455,136,33961,6013,,,29500,8848
,Belgium,,89574,26149,2603924,518557,284792,30419,3166759,512711
,Benin,,,,10750,858,,,3679,1607
,Bermuda,,,,,,,,4505,2680
,Bolivia,,200,150,230645,71803,386,198,143416,47576
,Bosnia & Herzegovina,,400,256,2050,1534,,,7002,1484
,Botswana,,,,9718,4261,910,398,18787,7354
,Brazil,,420516,134276,3558973,885705,307029,54636,3378795,583544
,Brunei Darussalam,,,,1035,539,2,6,37,18
,Bulgaria,,24948,16715,429270,85332,93399,12164,1595633,154589
,Burkina Faso(Fr.Up.V,,,,37054,18430,,,5,679
,Burundi,,,,7990,1779,135,39,2821,329
,Cambodia Fr.Kampuche,,,,26255,6775,4535,456,22274,7328
,Cameroon,,3352,1902,11403,5744,,,9547,6998
,Canada,,16533,15192,1037963,234290,126908,13957,1619065,207342
,Chad,,,,1411,751,,,,
,Chile,,25414,9227,552225,121257,50520,8725,653047,113380
,China,,113223,86115,7147860,1209201,340548,59163,6155232,717050
,"Co,te d,Ivoire(Fr.Iv",,,,14274,14113,4167,1088,65076,19207
,Colombia,,18126,6748,406187,90658,97320,12981,451372,99306
